Tweet;Target;pred_target;dependencia;pred_entidad
Massimo Dutti comercializa su nueva línea Studio tras la integración de Uterqüe;Massimo Dutti;Massimo;nsubj;PER
Competencia cree que los AVE que paren en Atocha tendrán ventaja respecto a los de Chamartín;AVE;AVE;nsubj;MISC
Segunda salida en el consejo de Dia en menos de un mes tras la marcha de Fridman de Letterone;Dia;None;None;None
El campo se desangra España pierde más de 70000 explotaciones agrarias en 10 años;campo ;campo;nsubj;OTHER
El sector público crea un 50 del empleo desde la pandemia y con una elevada tasa de temporalidad;empleo;None;None;None
Atocha o Chamartín el sector ferroviario se enzarza en la parada del AVE MadridValencia;AVE;None;None;None
Díaz urge frenar la gran dimisión en España 109000 vacantes de empleo se quedan sin cubrir;empleo;None;None;None
Montero notifica a Bruselas que hay margen para subir los impuestos a los automóviles los barcos y los aviones;impuestos ;impuestos;obj;OTHER
El colapso del puerto de Shanghái desboca la espiral inflacionista;Shanghái;None;None;None
Una amenaza invisible que agrieta los cimientos económicos de Rusia y puede extenderse a nivel global;Rusia;None;None;None
Bruselas no termina de aprobar la propuesta de Teresa Ribera para topar el precio del gas;gas;None;None;None
El 70 de las pymes denuncian las trabas para abrir una empresa;pymes;None;None;None
Más de un millón de páginas en los BOE la burocracia se desboca en 2021;burocracia;burocracia;nsubj;OTHER
Las pensiones de jubilación alcanzan los 1534 euros y ya rozan el salario medio en seis comunidades autónomas;pensiones;pensiones;nsubj;OTHER
La alternativa de España si Argelia corta el gas recurrir a otros países pero a un precio más caro;gas;gas;obj;OTHER
Ryanair aspira a transportar el récord de 50 millones de pasajeros en España este año;Ryanair ;Ryanair;nsubj;OTHER
De Guindos Los aumentos salariales son hasta ahora bastante prudentes;salario;None;None;None
El Banco de España en alerta la desidia del Gobierno convierte la economía en vulnerable;economía;economía;obj;OTHER
El IPC cede hasta el 84 pero el núcleo duro de la cesta de la compra se encarece como nunca en la era del euro;IPC;IPC;nsubj;MISC
España destruye 100200 empleos y el paro aumenta en 70900 personas en el primer trimestre;empleo ;None;None;None
El Bundesbank ve al BCE forzado a actuar por la inflación;BCE;None;None;None
El sector aéreo avisa que prohibir vuelos cortos golpeará a Barajas y potenciará otros hubs europeos;vuelos;vuelos;obj;OTHER
Garzón acuerda con la industria del juguete evitar los anuncios en los que se asocie el color rosa con las niñas;juguete ;None;None;None
Aena lleva al Supremo la negativa del Gobierno a compensarle por el coronavirus;Aena;Aena;nsubj;ORG
El precio de la electricidad no debería superar los 150 euros el MWh en los próximos doce meses;electricidad ;None;None;None
Las pensiones de jubilación alcanzan los 1534 euros y ya rozan el salario medio en seis comunidades autónomas;pensiones ;pensiones;nsubj;OTHER
El Gobierno esquiva una treintena de iniciativas del Congreso para que baje impuestos;impuestos ;impuestos;obj;OTHER
El pacto salarial fracasa y Sánchez se queda sin un arma antiinflación;pacto salarial ;pacto;nsubj;OTHER
España y Portugal anuncian un acuerdo con Bruselas para limitar el precio medio del gas a 50 euros el MWh;gas;None;None;None
Hernández de Cos llama a alcanzar un pacto de rentas para evitar efectos de segunda ronda de la inflación;inflación ;None;None;None
Primark anuncia que aplicará aumentos de precios selectivos por la subida de costes en origen;Primark;Primark;nsubj;ORG
El Banco de España habla ya de importancia sistémica creciente de las criptomonedas y alerta de sus riesgos;criptomonedas;None;None;None
La banca volverá a pagar por los depósitos de los clientes cuando el BCE suba los tipos;banca;banca;nsubj;OTHER
Los expertos avalan la rebaja selectiva del IRPF para proteger a las rentas medias y bajas;IRPF;None;None;None
Banco Santander gana 2543 millones hasta marzo casi un 60 más empujado por el aumento de ingresos;Santander;None;None;None
Elon Musk compra Twitter por 44000 millones de euros;Twitter;Twitter;obj;ORG
Twitter negocia su venta a Elon Musk tras acercar posturas según la prensa estadounidense;Twitter;Twitter;nsubj;ORG
Las pymes advierten a Sánchez las trabas para aumentar plantillas restan 20000 millones de recaudación al Estado;Estado;Estado;obj;ORG
Montero rechaza bajar el IRPF a rentas bajas y medias porque también beneficia al que gana 300000 euros;IRPF;IRPF;obj;MISC
Fin del último refugio del ahorro la marca blanca dispara de golpe su precio un 11 en abril;marca blanca;marca;nsubj;OTHER
Twitter negocia su venta a Elon Musk tras acercar posturas según la prensa estadounidense;Twitter;Twitter;nsubj;ORG
BBVA eleva un 23 el precio de la OPA sobre el 5015 que no controla de Garanti;BBVA;BBVA;nsubj;ORG
El caos en los controles de Barajas deja en tierra a 3000 pasajeros durante la Semana Santa;pasajeros;pasajeros;obj;OTHER
El hachazo a los planes de pensiones hunde las aportaciones;planes pensiones;None;None;None
Sin rastro del bono joven para el alquiler medio año después de su anuncio  Una noticia de ggines y de tonierres;bono Joven;None;None;None
Las donaciones se disparan más del 30 ante el temor al castigo fiscal del Gobierno  Una noticia de salcelay1 y de danicb13;donaciones;donaciones;nsubj;OTHER
Dimite la consejera delegada de Indra por las presiones del presidente impuesto por Moncloa  Por MJPerez_ABC;Indra;None;None;None
Escrivá avanza que en abril se superarán por primera vez los 20 millones de afiliados;afiliados;None;None;None
La tasa de inflación de la eurozona se dispara a una tasa récord del 74 en marzo;inflación ;None;None;None
El impacto de adecuar el IRPF a la inflación ahorros de casi 500 euros y beneficios para las rentas bajas;IRPF;IRPF;obj;MISC
La compraventa de viviendas registra su mejor febrero en 14 años tras subir las operaciones un 24;compraventa;compraventa;nsubj;OTHER
La cotización de Netflix se desploma más de un 20 tras perder a 200000 suscriptores de enero a marzo;Netflix;None;None;None
Alerta del FMI el déficit de España se enquistará en el 39 al menos hasta 2027;déficit ;déficit;nsubj;OTHER
El precio de la luz baja un 2402 y se acerca a los niveles de hace un año;luz;None;None;None
El turismo vuelve a tirar del empleo pero las empresas alertan de la espiral de costes;empleo;None;None;None
El FMI mete la tijera por la guerra y recorta en un punto el crecimiento de España para 2022 hasta el 48;crecimiento ;crecimiento;obj;OTHER
La Semana Santa resucita al turismo Ni el mal tiempo ha frenado las reservas;turismo;turismo;obj;OTHER
Más de 109000 vacantes se quedan sin cubrir en la España de los más de tres millones de parados;vacantes;vacantes;nsubj;OTHER
Sánchez recortará el crecimiento al filo de rendir cuentas a Europa;crecimiento;crecimiento;obj;OTHER
El euríbor azota a las familias y endurece el acceso a la vivienda;euríbor;euríbor;nsubj;OTHER
La elevada inflación pone en riesgo la viabilidad del 15 de las pymes españolas;pymes;None;None;None
Shein la moda china ultrarrápida y barata que inquieta al textil europeo;Shein;Shein;nsubj;PER
Escrivá confirma la subida del 15  para las pensiones no contributivas;pensiones;None;None;None
Los embargos de vivienda habitual suben el 34  y alcanzan la mayor cifra en 5 años;embargos;embargos;nsubj;OTHER
El paro cae en mayo y baja de los 3 millones por primera vez desde 2008;paro;paro;nsubj;OTHER
España consolida la vuelta del turismo extranjero con 61 millones en abril;turismo;None;None;None
El euríbor alcaza máximos desde 2015 y dispara el coste de las hipotecas;euríbor;euríbor;nsubj;OTHER
La inflación de la eurozona se dispara siete décimas en mayo hasta el 81 ;inflación ;inflación;nsubj;OTHER
Las pernoctaciones extrahoteleras subieron el 239  en abril y superan las precovid;pernoctaciones;pernoctaciones;nsubj;OTHER
Sánchez resalta la unidad y firmeza de la UE al sancionar el petróleo ruso;petróleo;petróleo;obj;OTHER
La Seguridad Social plantea nuevas cuotas para autónomos entre 250 y 550 euros;autónomos;None;None;None
El juez procesa a Iberdrola Generación por alteración de precios en 2013;Iberdrola ;Iberdrola;obj;OTHER
El déficit público se reduce un 78  en el primer trimestre a 4633 millones;déficit;déficit;nsubj;OTHER
Sánchez asiste hoy al Consejo Europeo en el que pedirá más medidas en energía;energía ;None;None;None
La inflación repunta en mayo hasta el 87  por la subida de los carburantes y los alimentos;inflación ;inflación;nsubj;OTHER
Dos años de ingreso mínimo una ayuda contra la pobreza para 450000 hogares;ingreso mínimo ;None;None;None
La Bolsa española sube el 048  y conquista los 8800 puntos;Bolsa;Bolsa;nsubj;ORG
Ribera espera que la rebaja de la factura de la luz se note este mes de junio;luz;None;None;None
Michel confía en un acuerdo sobre el petróleo ruso antes de la próxima cumbre europea;petróleo ;None;None;None
Las condiciones financieras empeoran desde la invasión de Rusia a Ucrania;condiciones financieras;condiciones;nsubj;OTHER
Maroto no prevé que la viruela del mono vaya a lastrar el turismo en España;turismo;turismo;obj;OTHER
El Gobierno aprueba el perte de microchips dotado con 11000 millones;microchips;None;None;None
Sánchez ofrece España en Davos como respuesta a la escasez de gas ruso;gas;None;None;None
La Bolsa española sube el 1  tras la apertura con Siemens Gamesa disparada;Bolsa;Bolsa;nsubj;ORG
El precio de la luz repunta casi un 14  este lunes sin superar 200 eurosMWh;luz;None;None;None
Sánchez viaja este lunes a Davos en busca de inversiones en microchips;microchips;None;None;None
FMI pide recuperar confianza ante mayor reto desde la segunda Guerra Mundial;FMI;FMI;nsubj;ORG
El precio de la electricidad cae un 45  y será este domingo de 17056 MWh;electricidad;None;None;None
Rusia cumple su amenaza y corta el gas a Finlandia por no pagar en rublos;Finlandia;Finlandia;obj;LOC
El G7 moviliza 19800 millones de dólares de ayudas a Ucrania en 2022;Ucrania;None;None;None
La facturación industrial cae el 61 en marzo el peor dato mensual en dos años;facturación industrial;facturación;nsubj;OTHER
La inflación en Japón llegó al 21  en abril su nivel más alto en 7 años;inflación ;inflación;nsubj;OTHER
La Bolsa española aumenta sus ganancias al 097 por la bajada de tipos en China;Bolsa;Bolsa;nsubj;ORG
La compra de casas sube un 256  en marzo y toca el pico más alto en 14 años;compra;compra;nsubj;OTHER
EEUU y la ONU presionan a Rusia para que permita exportar el cereal ucraniano;cereal;cereal;obj;OTHER
El Banco de España avisa de que volverá a bajar el crecimiento previsto en 2022;crecimiento;crecimiento;obj;OTHER
Los primeros pagos del Perte del coche eléctrico llegarán antes de fin de año;Perte;None;None;None
La inflación británica sube al 9  su nivel más alto en 40 años;inflación ;inflación;nsubj;OTHER
CaixaBank prevé una rentabilidad del 12  y generar 9000 millones de capital;Caixabank;None;None;None
El PIB del primer trimestre subió un 03  en la eurozona y un 04  en la UE;PIB;PIB;nsubj;MISC
La deuda pública marca un récord en marzo con 145 billones;deuda;deuda;nsubj;OTHER
El déficit comercial se dispara hasta los 15416 millones por la energía;déficit ;déficit;nsubj;OTHER
Bruselas cree que un corte total del gas ruso hundiría el PIB de la eurozona;gas;None;None;None
Ryanair reduce sus pérdidas el 56  pero advierte de su frágil recuperación;Ryanair;Ryanair;nsubj;ORG
Una firma surcoreana invertirá 600 millones en una planta de láminas de cobre en Tarragona  Cobre;planta;None;None;None
Bruselas rebaja la previsión de crecimiento del PIB en España al 4  en 2022;PIB;None;None;None
La gran banca reparte 540 millones en bonus en 2021 entre 1900 directivos;banca;banca;nsubj;OTHER
El cierre de oficinas bancarias se agudiza en el arco mediterráneo y Madrid;oficinas;None;None;None
El precio de la luz se dispara un 53  y alcanzará mañana los 19523 eurosMWh;luz;None;None;None
Renfe vende 167110 billetes en un solo día récord desde el inicio del covid;Renfe;Renfe;nsubj;ORG
Los contratos fijos iniciales se multiplicaron por más de cinco en abril;contratos;contratos;nsubj;OTHER
Elon Musk frena la compra de Twitter hasta averigüar el número de cuentas falsas;Twitter;None;None;None
El Gobierno aprueba el límite al precio del gas que bajará factura de la luz;gas;None;None;None
La inflación se modera en abril una décima más de lo esperado hasta el 83 ;inflación ;inflación;nsubj;OTHER
Sánchez asegura que hay más de 12000 empresas beneficiarias de los fondos de la UE;fondos;None;None;None
Telefónica gana 706 millones en el primer trimestre de 2022 un 203  menos;Telefónica ;Telefónica;nsubj;OTHER
La inflación se modera ligeramente en EEUU tras siete meses de escalada;inflación ;inflación;nsubj;OTHER
Avianca y GOL crean el Grupo Abra un gigante latinoamericano de las aerolíneas;Abra;None;None;None
El petróleo de Texas cierra con un alza del 6  hasta 10571 dólares;petróleo ;petróleo;nsubj;OTHER
Sánchez eleva la cuantía del PERTE agroalimentario hasta los 1800 millones;PERTE;None;None;None
Toyota ganó un 27  más en 2021 pese a problemas en la cadena de suministro;Toyota;Toyota;nsubj;ORG
El IPC chino repunta al 21  en abril ante los rebrotes covid y las materias primas;IPC;IPC;nsubj;MISC
La inflación interanual en Alemania alcanza el máximo en 40 años y llega al 74 ;inflación ;inflación;nsubj;OTHER
El Gobierno aprobará finalmente este viernes el tope al precio del gas;gas;None;None;None
Sony logró un beneficio neto de 6399 millones de euros en 2021 un 14  menos;Sony;Sony;nsubj;ORG
El petróleo de Texas baja un 61  y cierra en 10309 dólares el barril;petróleo;petróleo;nsubj;OTHER
La Comisión Europea da luz verde a la propuesta ibérica para poner tope al gas;gas;gas;obj;OTHER
"La temporalidad en el empleo público alcanza un máximo histórico en el 325  en el primer trimestre de 2022

Supera en más de diez puntos la tasa en el sector privado donde la temporalidad era del 221  en el mismo periodo";empleo;None;None;None
Europa pierde más de 166000 camioneros adicionales por la guerra en Ucrania;camioneros;camioneros;obj;OTHER
El Gobierno a la espera de la CE para aprobar cuanto antes el tope al gas;gas;gas;obj;OTHER
La inflación en Chile alcanza un 14  en abril y se dispara a 105  en 12 meses;inflación;inflación;nsubj;OTHER
La tasa de desempleo se mantuvo en el 36  en EEUU en abril;tasa desempleo;tasa;nsubj;OTHER
Florentino Pérez abre nueva etapa en ACS con Juan Santamaría de número dos;ACS;None;None;None
"La Bolsa española pierde el 090  y los 8400 puntos con IAG desplomado   

Las acciones de IAG caían más del 8  tras presentar resultados";Bolsa;Bolsa;nsubj;ORG
La inflación interanual de Colombia en abril fue de 92 la más alta en 21 años;inflación;inflación;nsubj;OTHER
IAG perdió 787 millones en el primer trimestre un 267  menos que en 2021;IAG;IAG;nsubj;ORG
Volkswagen tendrá operativa en 2026 la primera fábrica de baterías de España;Volkswagen;Volkswagen;nsubj;ORG
El turismo internacional sigue la recuperación con cuatro millones en marzo;turismo;turismo;nsubj;OTHER
La gasolina y el gasóleo marcan su precio más alto en el último mes;gasolina;gasolina;nsubj;OTHER
El TJUE cierra la puerta a que los accionistas del Popular reclamen al Santander;accionistas;accionistas;nsubj;OTHER
La Bolsa española abre con una subida del 157  tras la decisión de la Fed;Bolsa;Bolsa;nsubj;ORG
EEUU sube los tipos de interés en medio punto el mayor incremento en dos décadas;tipos interés;tipos;obj;OTHER
Se publican datos sobre la llegada de turistas a España en el primer trimestre;España;None;None;None
El déficit comercial de EEUU se dispara un 223  en marzo;déficit comercial;déficit;nsubj;OTHER
Bruselas propone excluir de SWIFT a Sberbank el mayor banco ruso;Sberbank;Sberbank;obj;ORG
El crudo Brent sube el 227  hasta 10758 dólares;crudo Brent;crudo;nsubj;OTHER
Bruselas pide el veto progresivo al petróleo ruso y castigar los crímenes de guerra;petróleo ruso;petróleo;obj;OTHER
España rompe por primera vez la barrera de los 20 millones de afiliados;España;España;nsubj;LOC
El paro bajó al 68  en la eurozona y al 62  en la UE en marzo;paro;paro;nsubj;OTHER
El consumo de carburantes cae en marzo coincidiendo con huelga transportistas;carburantes;None;None;None
La falta de suministros y el coste de la energía lastran el empleo industrial;empleo industrial ;empleo;obj;OTHER
La banca cierra 26400 oficinas y reduce 100000 empleos desde crisis de 2008;Banca;None;None;None
Los carburantes bajan un 10  en abril gracias a la bonificación pública;carburantes;carburantes;nsubj;OTHER
La luz despide abril con una caída de más del 13  hasta 18645 eurosMWh;luz;luz;nsubj;OTHER
Wall Street cierra con fuertes pérdidas;Wall Street;Wall;nsubj;LOC
El Nasdaq cae un 417 ;Nasdaq;Nasdaq;nsubj;MISC
CaixaBank gana 707 millones un 85 menos por el efecto contable de la fusión;Caixabank;None;None;None
BBVA ganó hasta marzo 1651 millones un 36  más por la mejora de ingresos;BBVA;BBVA;nsubj;ORG
La guerra frena el crecimiento económico al 03  en el primer trimestre;crecimiento;crecimiento;obj;OTHER
Repsol duplica el beneficio hasta 1392 millones con la subida de los hidrocarburos;Repsol;Repsol;nsubj;ORG
El empleo cae al inicio de año con 100200 ocupados menos y 70900 parados más;empleo;empleo;nsubj;OTHER
Twitter gana 513 millones de dólares en el primer trimestre siete veces más;Twitter;Twitter;nsubj;ORG
La economía de EEUU se contrajo un 04  en el primer trimestre del año;economía;economía;nsubj;OTHER
El Gobierno salva el decreto anticrisis gracias a Bildu y sin el apoyo de ERC ni PP;Gobierno;Gobierno;nsubj;ORG
La dependencia del gas ruso supera el 50  en catorce países europeos;gas;None;None;None
Rusia anuncia que se retira de la Organización Mundial de Turismo;Rusia;Rusia;nsubj;ORG
AENA perdió 964 millones en el primer trimestre el 60  menos;AENA;AENA;nsubj;ORG
Gazprom confirma que ha suspendido por completo el gas a Polonia y Bulgaria;Gazprom;Gazprom;nsubj;ORG
FMI los inversores ven Latinoamérica como solución a la escasez de la guerra;Larinoamérica;None;None;None
El Gobierno aprueba ayudas de 85 millones a hoteleras Hesperia y Abba;hoteleras;None;None;None
El mayor banco de Europa HSBC gana un 278  menos en el primer trimestre;HSBC;None;None;None
Orange España ingresa 1132 millones hasta marzo un 46  menos que en 2021;Orange;Orange;nsubj;OTHER
Elon Musk compra Twitter la plaza digital del pueblo por 44000 millones de dólares;Twitter;Twitter;obj;ORG
Banco Santander gana 2543 millones de euros hasta marzo un 58  más;Santander;None;None;None
El crudo Brent baja el 49  hasta 10127 dólares;crudo;crudo;nsubj;OTHER
El precio de la luz aumenta este lunes un 54  hasta 22657 eurosMWh;luz;None;None;None
El BCE convoca una reunión de urgencia ante los aumentos de las primas de riesgo europeas;primas;None;None;None
Fracasa en su estreno el mecanismo del Gobierno para bajar el precio de la electricidad;mecanismo;mecanismo;nsubj;OTHER
Tres de cada cuatro alemanes reducen o eliminan sus vacaciones por la inflación;alemanes;alemanes;nsubj;OTHER
El alza de las materias primas provoca un desvío millonario de fondos UE al exterior;fondos;None;None;None
Fuga de trabajadores digitales Aquí es distinto que en España Valoran más la capacidad que la experiencia;trabajadores;None;None;None
Los tripulantes de cabina convocan seis jornadas de huelga en Ryanair para finales de junio y principios de julio;Ryanair;None;None;None
España se convierte en una fábrica de talento digital para las multinacionales extranjeras;España;España;nsubj;LOC
Una tormenta perfecta azota a los aeropuertos a las puertas de la campaña de verano;aeropuertos;aeropuertos;obj;OTHER
El fondo para rescatar a empresas estratégicas de Sepi dejará al menos 5785 millones sin repartir;Sepi;None;None;None
Parón total de los negocios con Argelia la banca insta a detener el comercio ante el bloqueo a España;negocios;None;None;None
El Banco de España recorta su previsión de PIB al 41 y no descarta que el crecimiento sea aún menor;PIB;None;None;None
El Corte Inglés deja atrás las pérdidas y obtiene un beneficio neto de 120 millones de euros en 2021;El Corte Inglés;Corte;nsubj;OTHER
CSIF exige al Gobierno que apruebe de una vez el teletrabajo para los empleados públicos;empleados ;None;None;None
Del azulejo a la fruta los sectores que se tambalean por el cerrojazo argelino;sectores;None;None;None
El IPC vuelve a repuntar en mayo hasta el 87 por la subida de los carburantes y la cesta de la compra;IPC;IPC;nsubj;MISC
El BCE finalizará sus compras de activos en julio y adelanta que subirá los tipos en 25 puntos básicos;BCE;BCE;nsubj;ORG
Aena adjudicará tras el verano el primer contrato del plan inmobiliario de Barajas;Aena;Aena;nsubj;ORG
El impacto de los fondos europeos en la economía española no se verá hasta 2025 o 2026;economía española;None;None;None
Una ola de demandas zarandea el modelo de planes de pensiones de empleo impulsado por el Gobierno;Gobierno;Gobierno;obj;ORG
El Gobierno descarta ya implantar peajes a corto plazo  foroABC;Gobierno;Gobierno;nsubj;ORG
Las tarifas de la luz bajarán desde el día 15 al entrar en vigor el límite al precio del gas;luz;None;None;None
El BCE abre hoy la puerta a la nueva normalidad monetaria;BCE;BCE;nsubj;ORG
Una ola de demandas zarandea el modelo de planes de pensiones de empleo impulsado por el Gobierno;modelo;modelo;obj;OTHER
Inditex gana 760 millones un 80 más en el primer trimestre con Marta Ortega al frente;Inditex;Inditex;nsubj;ORG
Los ganaderos de vacuno de carne y los citricultores los mayores beneficiarios de las ayudas por Ucrania;ganaderos;ganaderos;nsubj;OTHER
La patronal madrileña alerta del devastador efecto que tienen las colas de Barajas para la Marca España;Marca España;None;None;None
China lleva al límite su ambición económica global usando a Rusia como peón;China;China;nsubj;ORG
El euríbor revienta las previsiones y alcanza ya el 05;euríbor;euríbor;nsubj;OTHER
Begoña Gómez rompe su contrato con el IE para emprender una nueva etapa profesional en la Complutense;IE;None;None;None
Los secretos de inversión para que la inflación no se coma los ahorros que tenemos guardados en el banco;inflación;inflación;nsubj;OTHER
Rapapolvo del Tribunal de Cuentas el Gobierno infravalora en 1074 millones el agujero de los ICO;Gobierno;None;None;None
El rechazo a la propuesta de Escrivá para las cuotas de autónomos aleja el pacto a días del examen de Bruselas;Escrivá;None;None;None
China lleva al límite su ambición económica global usando a Rusia como peón;China;China;nsubj;ORG
La juez imputa a Plus Ultra y cita a su representante legal por el rescate de 53 millones del Gobierno;Plus Ultra;Plus;obj;ORG
El IPC dispara los costes de las pymes un 23 en un año y estrangula la rentabilidad de miles de negocios;negocios;None;None;None
Así suben las pensiones en Europa la esperanza de vida es clave;Europa;None;None;None
Asalariados y pensionistas ya sufren el alza silenciosa del IRPF por la inflación;IRPF;None;None;None
Esperpento histórico en el Congreso por el vodevil de la reforma de pensiones y la improvisación del Gobierno;Gobierno;None;None;None
España se desmarca de Europa con pensiones ligadas solo al IPC y pone en riesgo los fondos;fondos;fondos;obj;OTHER
Acerinox descarta una opa hostil de Aperam y sigue buscando oportunidades para crecer;Aperam;None;None;None
LaLiga denuncia al PSG por infringir las normas de fair play financiero;PSG;None;None;None
Nothing el nuevo fabricante de smartphones transparentes que desafía a Apple y Samsung;Nothing;Nothing;nsubj;OTHER
Un banquero de Credit Suisse es destituido por enviar mensajes no autorizados a sus clientes;Credit Suisse ;None;None;None
Nunca desde diciembre de 2020 el bitcoin había cotizado en niveles tan bajos;bitcoin;bitcoin;nsubj;OTHER
La criptomoneda está a punto de perder también la barrera de los 20000;criptomoneda;criptomoneda;nsubj;OTHER
El desplome no cesa;desplome;desplome;nsubj;OTHER
El Tribunal General de la UE anula la multa de 1000 millones de euros a Qualcomm;Qualcomm;Qualcomm;obj;ORG
"Un juzgado de Madrid investiga al dueño del Grupo Restalia José María Fernández Capitán a la propia sociedad y varias de sus filiales como 100 Montaditos por presuntamente estafar a decenas de franquiciados en España

agzarzalejos vía";Restalia;None;None;None
"Los inversores se preguntan hasta qué punto pueden aumentar el coste de la deuda de Italia sin hacer mella en la economía del país fuertemente endeudado mientras crece la venta en los mercados de bonos de la eurozona

Vía FT";Italia;None;None;None
Las grandes patronales industriales se rebelan contra el Gobierno por el fondo de renovables;Gobierno;Gobierno;obj;ORG
Zaragoza reducirá la factura de la luz a familias y pymes con placas solares en lugares públicos;luz;None;None;None
Triditive recauda 5 millones para acelerar la fabricación 3D en la industria;industria;None;None;None
Un juez investiga al dueño de 100 Montaditos por estafa;100 Montaditos;None;None;None
"El banco ha cerrado un acuerdo de tres años renovables con Riot Games creador de League of Legends LoL para patrocinar las competiciones de Europa y Latinoamérica

EstelaMazo vía ";banco;banco;nsubj;OTHER
El bitcoin en caída libre baja a 20000 dólares antes de la Fed;bitcoin;bitcoin;nsubj;OTHER
"eleccionesAndalucía La estrategia de Moreno será su programa económico con bajadas de impuestos y proyectos liberalizadores En Madrid dio muy buen resultado y parece que será el mantra electoral del PP 

Un análisis de JavierAyusoC";impuestos;None;None;None
"La Autoridad de Preparación y Respuesta ante Emergencias Sanitarias de la CE HERA firma un contrato con Bavarian Nordic para la compra de 109090 dosis de su vacuna de 3ª generación contra la viruela del mono

margacastillo74 vía ";HERA;None;None;None
El salario medio de España es el tercero más alto de la UE en relación con el PIB por habitante;salario;salario;nsubj;OTHER
"Compañías de base tecnológica como Klarna Bolt y Main Street han anunciado fuertes recortes en sus plantillas en las últimas semanas

nicolasmsarries vía ";plantillas;None;None;None
Nunsys saldrá a bolsa este verano;Nunsys;Nunsys;nsubj;ORG
Hay una nueva ronda de subidas de los precios de las hipotecas a tipo fijo y está vez está afectando de lleno a los mejores préstamos bonificados del mercado en esta modalidad;hipotecas ;None;None;None
El Ibex y los bancos españoles junto al mercado italiano entre los más castigados desde la reunión del BCE de la semana pasada al resurgir el peligro de fragmentación del euro;Ibex;Ibex;nsubj;ORG
El aumento del coste de la deuda lleva a Italia a la zona de riesgo;Italia;Italia;obj;LOC
Musk planea despedir al 10 de la plantilla de Tesla por un súper mal presentimiento sobre la economía;Tesla;None;None;None
La CNMV suspende la cotización de Acerinox ante una posible fusión con Aperam;Acerinox;None;None;None
Montero avala hacer fijos a 15000 temporales de empresas públicas;temporales;temporales;obj;OTHER
Los alemanes compran un 77 menos de alimentos para soportar la subida de precios en el supermercado;alimentos ;None;None;None
Garzón No necesita la misma subvención una gran fortuna que cobra 200000 euros al año que una pequeña;subvención ;subvención;obj;OTHER
El desempleo se reduce en 99512 personas y baja de los tres millones impulsado por la campaña turística;desempleo ;desempleo;nsubj;OTHER
Los expertos prevén mayor rigidez en los contratos por la reforma laboral y avisan de temporalidad encubierta;temporalidad;temporalidad;obj;OTHER
Consumo anuncia que España tendrá una ley específica para regular las cajas botín de los videojuegos;videojuegos ;None;None;None
Correos encara tres jornadas de huelga en medio de un clima de alta tensión entre CCOO y UGT y la empresa;Correos ;Correos;nsubj;OTHER
La Justicia europea avala la resolución de Banco Popular y rechaza devolver el dinero a los accionistas;accionistas;accionistas;obj;OTHER
Gazprom anuncia que ya ha cortado por completo el gas a la danesa Orsted y a Shell Europe;Gazprom;Gazprom;nsubj;ORG
Iberia comienza a operar vuelos de largo radio con biocombustible de Repsol producido con residuos;Iberia;Iberia;nsubj;ORG
La eurozona sufre el mayor encarecimiento de precios de su historia con la inflación media al 81;precios;None;None;None
Jordi Sevilla anima a Sánchez a aceptar la oferta de Feijóo para bajar el IRPF a las rentas más bajas;IRPF;IRPF;obj;MISC
El Banco de España avisa de que el cierre comercial con Rusia lastraría hasta un 18 el PIB español;PIB;PIB;obj;MISC
Escrivá plantea una nueva reforma para autónomos con subidas de hasta el 90 de cuota a la Seguridad Social;autónomos ;None;None;None
El precio del petróleo se dispara y marca máximos desde marzo tras el embargo de la UE a Rusia;petróleo ;None;None;None
La inflación golpea a los millennials la generación de la doble crisis;millennials;millennials;obj;OTHER
Escrivá plantea una nueva reforma para autónomos con subidas de hasta el 49 de cuota a la Seguridad Social;autónomos ;None;None;None
Fin a la publicidad encubierta de los influencers y a las reseñas falsas en los comercios;influencers ;None;None;None
La electricidad ha bajado un 34 a la espera del decreto que reducirá su precio un 15;electricidad ;electricidad;nsubj;OTHER
La banca exprime el filón de las comisiones con sus clientes más fieles;banca;banca;nsubj;OTHER
Límite 100 días la subida de tipos obliga a Sánchez a un giro de su política fiscal;tipos;None;None;None
El IPC vuelve a subir en mayo hasta el 87 por el encarecimiento de los carburantes y los alimentos;IPC;IPC;nsubj;MISC
Las firmas de hipotecas aumentan un 18 en marzo la mejor cifra desde 2011;hipotecas;None;None;None
Demandan a Elon Musk por intentar hundir el valor de las acciones de Twitter;Twitter ;None;None;None
Los economistas avisan al Gobierno de que o toman medidas ya o habrá recesión;recesión ;recesión;obj;OTHER
Hacienda prepara ahora una subida fiscal a los estancos y a toda la cadena de valor del tabaco;tabaco;None;None;None
La banca abre la guerra por los depósitos y vuelve a remunerarlos ante la subida de tipos de interés;depósitos;None;None;None
El precio del alquiler ahoga al empleo turístico a las puertas del verano;alquiler;None;None;None
La morosidad del Estado crece al nivel máximo en 20 años y asfixia a las pymes ya debe 110000 millones;pymes;pymes;obj;OTHER
Los economistas alertan del sobredimensionamiento del sector público español y rebajan el crecimiento al 39;crecimiento ;crecimiento;obj;OTHER
La carrera contrarreloj de las marcas por patrocinar cuanto antes a Carlos Alcaraz;marcas;None;None;None
La temporalidad encubierta se dispara en la nueva contratación de fijos discontinuos tras la reforma laboral;temporalidad;temporalidad;nsubj;OTHER
