Tweet;Target;Sent_Target;Sent_Sociedad;Sent_Empresas
Dow Jones enfila su quinta sesión consecutiva al alza https://t.co/K19NUiOE86;Dow Jones;POS;POS;POS
Inditex se dispara un 5% en Bolsa por las buenas previsiones https://t.co/KEuJpswL6N;Inditex;POS;POS;NEG
CaixaBank, a solo un 10% de los máximos históricos https://t.co/qh5AumiWNk;CaixaBank;POS;POS;NEG
Incentivos incorrectos para los precios del carbono https://t.co/mWgNOQTDDA;carbono;NEG;NEG;NEG
Cuatroochenta aumenta un 26% las ventas en el primer trimestre https://t.co/Cq2rYES1z2;Cuatroochenta;POS;POS;NEG
La alianza con Inditex dispara a una empresa australiana https://t.co/jmTkw2y3oj;empresa;POS;POS;NEG
Las 'small caps' estadounidenses construyen un suelo en los máximos prepandemia https://t.co/NwtyAPC4I2;samll caps;POS;POS;NEG
Óptima ecuación rentabilidad-riesgo en LVMH: ahora o nunca https://t.co/AR6mQjgAoa;LVMH;POS;POS;NEG
Solaria gana el pulso a los bajistas con sus subidas https://t.co/hhCIRRqYTl;Solaria;POS;POS;NEG
"Javier Illán: ""Millenium será la tercera mayor Socimi del Continuo"" https://t.co/doybRUEBGo";Millenium;POS;POS;NEG
Los 8.900 del Ibex 35: una resistencia colosal https://t.co/392DoaHXmL;Ibex;POS;POS;POS
Técnicamente, se dan las condiciones para que los bonos construyan un importante rebote https://t.co/azC8uBWbC3;bonos;POS;POS;POS
El Ibex pone en duda su quinta subida consecutiva https://t.co/w6CruRiGZl;Ibex;NEG;NEG;NEG
Un tesoro escondido en Europa que puede escalar hasta un 250% https://t.co/crn4WTRfhy;tesoro;POS;POS;POS
Las Bolsas más baratas para resistir nuevas embestidas https://t.co/itOwwAj6LF;Bolsas;NEG;NEG;NEG
El Nasdaq repunta un 2% tras las actas de la Fed https://t.co/OR6ZhVX51S;Nasdaq;POS;POS;POS
La Fed apunta a dos subidas más de los tipos del 0,5% en junio y julio https://t.co/h0mQ61JN5K;Fed;POS;POS;POS
La fortuna de Elon Musk cae por debajo de los 200.000 millones de dólares https://t.co/VOO8iqprmT;fortuna;NEG;NEG;POS
Aena y el interminable lateral que dura ya 18 meses https://t.co/rLRIpTDHnJ;Aena;NEG;NEG;POS
Bankinter puede batir los máximos históricos en cualquier momento https://t.co/mpjE5KMUJn;Bankinter;POS;POS;NEG
Repsol alcanza un nuevo techo en Bolsa y los analistas auguran más subidas https://t.co/UCHXg4N7qx;Repsol;POS;POS;NEG
Red Eléctrica: técnicamente, en subida libre absoluta https://t.co/hHOax0zyNu;Red Eléctrica;POS;NEG;NEG
Telefónica continúa imparable: a por los máximos prepandemia y más allá https://t.co/5bPaM4Pf8W;Telefónica;POS;POS;NEG
"La deuda, en racha ante ""una de sus mayores oportunidades en 15 años"" https://t.co/OQ73TPEcoO";deuda;POS;POS;POS
Red Eléctrica ataca los 20 euros y despierta a los bajistas https://t.co/0HMJT8ZcsA;Red Eléctrica;NEG;NEG;NEG
Los bancos del Ibex, refugios y nichos de rentabilidad de hasta el 48% https://t.co/VZgXWnx7nW;bancos;POS;POS;POS
Microsoft o cuando en la base del canal se compra, no se vende https://t.co/auK74R9m9z;Microsoft;NEG;NEG;POS
El Ibex apunta a los 8.700 puntos en sus subidas https://t.co/RJjqONH9AK;Ibex;POS;POS;POS
El banco digital de JPMorgan podría perder 1.000 millones en el extranjero https://t.co/sTYXetGx9M;JPMorgan;NEG;NEG;POS
El escenario que haría caer a la Bolsa americana otro 43% https://t.co/zQXMrUTvYk;Bolsa;NEG;NEG;NEG
El Nasdaq se desinfla un 3% arrastrado por Snapchat https://t.co/6U0EcjBPTD;Nasdaq;NEG;NEG;NEG
El revés a las eléctricas británicas hace mella también en el Ibex https://t.co/K6g9eJC2GL;Ibex;NEG;NEG;NEG
Lagarde acelera por segundo día al euro, que se aleja de la paridad https://t.co/MBg89ICxCk;euro;POS;POS;POS
IAG y el resto de aerolíneas, arrastradas por la dilución de Air France https://t.co/i4Jcl0I1jj;aerolíneas;NEG;NEG;NEG
Enésimo encontronazo del Dax con la directriz bajista https://t.co/5kBMNWV8WE;Dax;NEG;NEG;NEG
El Ibex pisa el freno https://t.co/8IGr8B4JUT;Ibex;NEG;NEG;NEG
Iberdrola calienta motores con la mirada puesta en los máximos históricos https://t.co/i6Pgm2Suwb;Iberdrola;POS;POS;NEG
Ganadores y perdedores ante las subidas de tipos del BCE https://t.co/tegolie86C;tipos;POS;NEG;NEG
BUX potencia el negocio en España con el fichaje de un nuevo responsable en España https://t.co/TmjvWPOzHg;negocio;POS;POS;POS
El euro coge aire tras el acelerón del BCE https://t.co/yTUPkoQhG7;euro;POS;POS;POS
El español que controla 80.000 millones en activos desde Wall Street https://t.co/zibxtfHeST;español;POS;POS;NEG
Fidere, EiDF, Vytrus, pequeños que se disparan más del 100% https://t.co/Yo2KvsCful;pequeños;POS;POS;NEG
Rastreator avanza en su modelo híbrido y tendrá al menos 15 oficinas físicas en 2023 https://t.co/n5pxOhBOgP;Rastreator;POS;POS;NEG
Los hedge funds reconstruyen sus carteras para frenar la sangría de 2022 https://t.co/LwaPhN8uoU;hedges funds;POS;POS;NEG
El Dow Jones rebota un 2% y se aleja del mercado bajista https://t.co/G7q6ERDCet;Dow Jones;POS;POS;NEG
Lagarde anticipa el fin de los tipos negativos en septiembre https://t.co/VYRwwRQ5Fi;tipos;POS;NEG;NEG
El dólar se agarra a los mínimos de 2017 como a un clavo ardiendo https://t.co/kTU08CNPdN;dólar;NEG;NEG;NEG
Alcistas y bajistas chocan en el valor disparado por la viruela del mono https://t.co/mIHwPoBr6d;valor;POS;POS;POS
La tendencia sigue siendo alcista en el petróleo, pero el riesgo macro es importante https://t.co/786W0Y40sq;petróleo;POS;NEG;NEG
El Ibex, a por los 8.500 puntos con el tirón de Gamesa https://t.co/Rc9wwbcYOZ;Ibex;POS;POS;POS
Este es el fondo más rentable desde que comenzó la guerra de Ucrania https://t.co/7ZGBrdmgvp;fondo;POS;POS;POS
Empresas y bancos recortan el plazo de sus bonos y se rascan el bolsillo para tentar a los inversores https://t.co/8BxdxgfHED;bancos;NEG;POS;POS
Solo por encima de los 8.900 tendremos un antes y un después en el Ibex https://t.co/EayBGoyv3g;Ibex;POS;POS;POS
La moda de la recompra de acciones cala en Europa https://t.co/WfE3GfsJSW;recompra;POS;POS;POS
Sacyr y Acciona Energía, favoritos para saltar al Ibex https://t.co/eqRaNJmcB7;Sacyr;POS;POS;NEG
Las salidas a Bolsa se frenan con la valoración de las empresas mermada https://t.co/pkeWG77vjW;salidas;NEG;NEG;NEG
Tesla: salida del ESG y caída del 13% https://t.co/cgLnGzUrVr;Tesla;NEG;NEG;POS
Las acciones del Intercity caen a su valor más bajo tras su ascenso https://t.co/0RFzsFvWf6;acciones;NEG;NEG;POS
Pequeños valores con tirón bursátil https://t.co/1q9P5T6dMH;valores;POS;POS;POS
Dónde invertir cuando la economía pisa el freno https://t.co/6SSdf9Q1qq;economía;NEG;NEG;NEG
El euribor escala máximos desde 2014 y agita el negocio hipotecario https://t.co/6lF4pJzI3z;euribor;POS;POS;POS
¿Qué podemos esperar de las Bolsas tras las recientes caídas? https://t.co/X45wNmOaFw;Bolsas;NEG;NEG;NEG
CaixaBank pierde tres puestos por peso en el Ibex 35 https://t.co/zZnUDkJ9sW;CaixaBank;NEG;NEG;POS
Valores para escapar de la tormenta https://t.co/yAHOJ4tjM2;Valores;POS;POS;POS
Guía sobre el impacto de la subida de tipos https://t.co/MFMF3h8z3b;tipos;POS;NEG;NEG
El Nasdaq repunta un 2% https://t.co/R5e4JrAc1u;Nasdaq;POS;POS;POS
El S&P 500 enfila su peor semana desde marzo de 2020 https://t.co/R5e4JrAc1u;S&P 500;NEG;NEG;NEG
Iberdrola da un dividendo extra tras lograr más del 70% de quórum en la junta https://t.co/pDmIebCgAx;Iberdrola;POS;POS;NEG
La renta variable aún no ha alcanzado el momento de capitulación https://t.co/vNO9otn4j0;renta variable;NEG;NEG;NEG
El Ibex quiere recuperar los 8.100 en la cuádruple hora bruja https://t.co/EaDkcn7nJR;Ibex;POS;POS;POS
Bolsas europeas, al borde de una fase bajista https://t.co/sLU1nKaNd2;Bolsas;NEG;NEG;NEG
¿Qué dos depósitos a un año rompen al alza el listón del 1% TAE? https://t.co/xQAiZwk934;depósitos;NEG;NEG;POS
La gran banca española deja a cero las emisiones de capital por primera vez en la historia https://t.co/DwXkZx8THC;emisiones;NEG;NEG;NEG
La pequeña joya española que sube un 60% en el año y espera continuar su rally https://t.co/RQRyGe3Zpf;joya;POS;POS;NEG
Este fondo gana más del 100% en tres años invirtiendo solo en tres sectores https://t.co/VUeFwhjO0C;fondo;POS;POS;NEG
El Nasdaq se desploma un 4% https://t.co/TRge6PSo5w;Nasdaq;NEG;NEG;NEG
El Dow Jones ya cae casi un 20% desde máximos https://t.co/TRge6PSo5w;Dow Jones;NEG;NEG;NEG
El euro se acerca a la paridad https://t.co/ceUgkwwcii;euro;POS;POS;POS
La libra cae https://t.co/ceUgkwwcii;libra;NEG;NEG;NEG
El franco suizo se dispara  https://t.co/ceUgkwwcii;franco suizo;POS;POS;POS
El Banco de Inglaterra encadena su quinta subida de tipos https://t.co/n9c2ecRsAr;tipos;POS;NEG;NEG
Por qué la Bolsa sigue cayendo tras los bancos centrales https://t.co/OtNzuO5Xvi;Bolsa;NEG;NEG;NEG
Las claves para la recuperación del bitcoin y del criptomercado https://t.co/g0T4Q3ttZP;bitcoin;POS;POS;NEG
La CNMV suspende la cotización de Ezentis tras pedir un rescate urgente a la Sepi https://t.co/EmeVr6AYuQ;Ezentis;NEG;NEG;POS
Los seis puntos fuertes del Ibex frente al resto de índices europeos https://t.co/sIoXPyRlwM;Ibex;POS;POS;POS
El Ibex, sin un rumbo claro después de la Fed https://t.co/yKE0KI1QPI;Ibex;NEG;NEG;NEG
La Fed sube los tipos de interés un 0,75%, el mayor salto desde 1994 https://t.co/2O9apt8TtH;tipos;POS;NEG;NEG
El precio del gas se dispara un 20% por los recortes en el suministro de Gazprom https://t.co/zoao79twD2;gas;POS;NEG;NEG
Las grandes tecnológicas impulsan a Wall Street antes de la decisión de la Fed https://t.co/KrmJn6G38X;Wall Street;POS;POS;POS
Acerinox descarta una opa hostil de Aperam y sigue buscando oportunidades para crecer https://t.co/aAcnSsv6fA;Acerinox;NEG;NEG;POS
El bitcoin, en caída libre, baja a 20.000 dólares antes de la Fed https://t.co/IzlV0ApjQm;bitcoin;NEG;NEG;POS
Las mejores hipotecas fijas ceden a la presión y suben precios https://t.co/JdXeVJo6Mc;hipotecas;POS;NEG;NEG
Nunsys saldrá a bolsa este verano https://t.co/M47MjAZTkl;Nunsys;POS;POS;NEG
El Ibex, en vilo por la Fed https://t.co/ntuxDGAZlV;Ibex;NEG;NEG;NEG
BlackRock no invertirá más en Bolsa en 12 meses https://t.co/DvtPneOfZ0;BlackRock;NEG;NEG;POS
"Los cinco frentes abiertos que ""anticipan un verano complicado"" en los mercados https://t.co/7S5mP4Siys";mercados;NEG;NEG;NEG
Por qué hay que tener en el radar a las compañías que dejan el Ibex: pueden subir hasta un 45% https://t.co/vdj6oRLAUL;compañías;POS;POS;POS
La prima de riesgo regresa para sacudir a la Bolsa española https://t.co/FX7H0sVknk;Bolsa;NEG;NEG;NEG
La libra se desploma a mínimos de marzo de 2020 https://t.co/vcKqdSVJuI;libra;NEG;NEG;NEG
Tressis ve oportunidades de inversión en mercados revueltos, pero con prudencia https://t.co/wburHIJt4P;Tressis;POS;POS;NEG
Wall Street corta su sangría y amaga con el rebote https://t.co/owt3MWg5Ro;Wall Street;POS;POS;POS
La Fed puede poner sobre la mesa una subida de tipos de hasta el 0,75% https://t.co/mHwjYSLUHs;tipos;POS;NEG;NEG
Los fondos internacionales aprovechan las caídas en dos empresas españolas https://t.co/BqDgMyCRpa;fondos;POS;POS;POS
El bitcoin ahonda mínimos en su segundo día de desplomes del 10% https://t.co/vwpJehxQow;bitcoin;NEG;NEG;POS
El Ibex toma aire y busca al fin el rebote https://t.co/LgevotqKUA;Ibex;POS;POS;POS
Los fondos reactivan su interés por la banca ante la subida de tipos https://t.co/yh2B9vdXW6;tipos;POS;NEG;NEG
Temor extendido por la lucha contra la inflación https://t.co/SeFisiOfAe;inflación;NEG;NEG;NEG
Cuatro valores del Ibex para aprovechar las recompras de acciones https://t.co/O3LBZD6tC9;valores;POS;POS;NEG
La banca pierde 17.000 millones de valor en Bolsa en cinco sesiones https://t.co/fjnQyDxxAs;banca;NEG;NEG;NEG
"Binance suspende ""temporalmente"" las retiradas de bitcoin debido a un ""atasco"" https://t.co/FDzyNvPknC";Binance;NEG;NEG;POS
La junta de accionistas aprueba la opa de exclusión sobre Greenalia https://t.co/JWzSjn5yZ1;Greenalia;NEG;NEG;POS
El 'corralito' de Celsius agrava las caídas en el mercado cripto https://t.co/j9RBUjZ0eD;mercado cripto;NEG;NEG;POS
CaixaBank pierde tres puestos por peso en el Ibex 35 https://t.co/zZnUDkJ9sW;CaixaBank;NEG;NEG;POS
Valores para escapar de la tormenta https://t.co/yAHOJ4tjM2;Valores;POS;POS;POS
Guía sobre el impacto de la subida de tipos https://t.co/MFMF3h8z3b;tipos;POS;NEG;NEG
El Nasdaq repunta un 2% https://t.co/R5e4JrAc1u;Nasdaq;POS;POS;POS
El S&P 500 enfila su peor semana desde marzo de 2020 https://t.co/R5e4JrAc1u;S&P 500;NEG;NEG;NEG
Iberdrola da un dividendo extra tras lograr más del 70% de quórum en la junta https://t.co/pDmIebCgAx;Iberdrola;POS;POS;NEG
La renta variable aún no ha alcanzado el momento de capitulación https://t.co/vNO9otn4j0;renta variable;NEG;NEG;NEG
El Ibex quiere recuperar los 8.100 en la cuádruple hora bruja https://t.co/EaDkcn7nJR;Ibex;POS;POS;POS
Bolsas europeas, al borde de una fase bajista https://t.co/sLU1nKaNd2;Bolsas;NEG;NEG;NEG
¿Qué dos depósitos a un año rompen al alza el listón del 1% TAE? https://t.co/xQAiZwk934;depósitos;NEG;NEG;POS
La gran banca española deja a cero las emisiones de capital por primera vez en la historia https://t.co/DwXkZx8THC;emisiones;NEG;NEG;NEG
La pequeña joya española que sube un 60% en el año y espera continuar su rally https://t.co/RQRyGe3Zpf;joya;POS;POS;NEG
Este fondo gana más del 100% en tres años invirtiendo solo en tres sectores https://t.co/VUeFwhjO0C;fondo;POS;POS;NEG
El Nasdaq se desploma un 4% https://t.co/TRge6PSo5w;Nasdaq;NEG;NEG;NEG
El Dow Jones ya cae casi un 20% desde máximos https://t.co/TRge6PSo5w;Dow Jones;NEG;NEG;NEG
El euro se acerca a la paridad https://t.co/ceUgkwwcii;euro;POS;POS;POS
La libra cae https://t.co/ceUgkwwcii;libra;NEG;NEG;NEG
El franco suizo se dispara  https://t.co/ceUgkwwcii;franco suizo;POS;POS;POS
El Banco de Inglaterra encadena su quinta subida de tipos https://t.co/n9c2ecRsAr;tipos;POS;NEG;NEG
Por qué la Bolsa sigue cayendo tras los bancos centrales https://t.co/OtNzuO5Xvi;Bolsa;NEG;NEG;NEG
Las claves para la recuperación del bitcoin y del criptomercado https://t.co/g0T4Q3ttZP;bitcoin;POS;POS;NEG
La CNMV suspende la cotización de Ezentis tras pedir un rescate urgente a la Sepi https://t.co/EmeVr6AYuQ;Ezentis;NEG;NEG;POS
Los seis puntos fuertes del Ibex frente al resto de índices europeos https://t.co/sIoXPyRlwM;Ibex;POS;POS;POS
El Ibex, sin un rumbo claro después de la Fed https://t.co/yKE0KI1QPI;Ibex;NEG;NEG;NEG
La Fed sube los tipos de interés un 0,75%, el mayor salto desde 1994 https://t.co/2O9apt8TtH;tipos;POS;NEG;NEG
El precio del gas se dispara un 20% por los recortes en el suministro de Gazprom https://t.co/zoao79twD2;gas;POS;NEG;NEG
Las grandes tecnológicas impulsan a Wall Street antes de la decisión de la Fed https://t.co/KrmJn6G38X;Wall Street;POS;POS;POS
Acerinox descarta una opa hostil de Aperam y sigue buscando oportunidades para crecer https://t.co/aAcnSsv6fA;Acerinox;NEG;NEG;POS
El bitcoin, en caída libre, baja a 20.000 dólares antes de la Fed https://t.co/IzlV0ApjQm;bitcoin;NEG;NEG;POS
Las mejores hipotecas fijas ceden a la presión y suben precios https://t.co/JdXeVJo6Mc;hipotecas;POS;NEG;NEG
Nunsys saldrá a bolsa este verano https://t.co/M47MjAZTkl;Nunsys;POS;POS;NEG
El Ibex, en vilo por la Fed https://t.co/ntuxDGAZlV;Ibex;NEG;NEG;NEG
BlackRock no invertirá más en Bolsa en 12 meses https://t.co/DvtPneOfZ0;BlackRock;NEG;NEG;POS
"Los cinco frentes abiertos que ""anticipan un verano complicado"" en los mercados https://t.co/7S5mP4Siys";mercados;NEG;NEG;NEG
Por qué hay que tener en el radar a las compañías que dejan el Ibex: pueden subir hasta un 45% https://t.co/vdj6oRLAUL;compañías;POS;POS;POS
La prima de riesgo regresa para sacudir a la Bolsa española https://t.co/FX7H0sVknk;Bolsa;NEG;NEG;NEG
La libra se desploma a mínimos de marzo de 2020 https://t.co/vcKqdSVJuI;libra;NEG;NEG;NEG
Tressis ve oportunidades de inversión en mercados revueltos, pero con prudencia https://t.co/wburHIJt4P;Tressis;POS;POS;NEG
Wall Street corta su sangría y amaga con el rebote https://t.co/owt3MWg5Ro;Wall Street;POS;POS;POS
La Fed puede poner sobre la mesa una subida de tipos de hasta el 0,75% https://t.co/mHwjYSLUHs;tipos;POS;NEG;NEG
Los fondos internacionales aprovechan las caídas en dos empresas españolas https://t.co/BqDgMyCRpa;fondos;POS;POS;POS
El bitcoin ahonda mínimos en su segundo día de desplomes del 10% https://t.co/vwpJehxQow;bitcoin;NEG;NEG;POS
El Ibex toma aire y busca al fin el rebote https://t.co/LgevotqKUA;Ibex;POS;POS;POS
Los fondos reactivan su interés por la banca ante la subida de tipos https://t.co/yh2B9vdXW6;tipos;POS;NEG;NEG
Temor extendido por la lucha contra la inflación https://t.co/SeFisiOfAe;inflación;NEG;NEG;NEG
Cuatro valores del Ibex para aprovechar las recompras de acciones https://t.co/O3LBZD6tC9;valores;POS;POS;NEG
La banca pierde 17.000 millones de valor en Bolsa en cinco sesiones https://t.co/fjnQyDxxAs;banca;NEG;NEG;NEG
"Binance suspende ""temporalmente"" las retiradas de bitcoin debido a un ""atasco"" https://t.co/FDzyNvPknC";Binance;NEG;NEG;POS
La junta de accionistas aprueba la opa de exclusión sobre Greenalia https://t.co/JWzSjn5yZ1;Greenalia;NEG;NEG;POS
El 'corralito' de Celsius agrava las caídas en el mercado cripto https://t.co/j9RBUjZ0eD;mercado cripto;NEG;NEG;POS
Díaz anuncia que está «casi listo» el borrador para la reforma de los derechos de las empleadas de hogar https://t.co/9A6hHOFJSZ;empleadas hogar;POS;POS;POS
Renfe reclama al Gobierno la implantación de peajes en las autovías para impulsar el tren https://t.co/nSmkez3QPk;peajes;POS;NEG;NEG
El cambio de política monetaria instala al bitcoin en una montaña rusa https://t.co/3lCKRbACMI;bitcoin ;NEG;NEG;NEG
Los supermercados piden bajar impuestos para frenar la subida de precios: «Se nos han duplicado los costes» https://t.co/Tloro7uCgw;impuestos;NEG;POS;POS
España manda gas a Europa al máximo de su capacidad para suplir los suministros de Rusia https://t.co/76YDayEbVN;gas;POS;POS;POS
ERC usa la ‘ley rider’ para pedir el traspaso de competencias de la Inspección a Cataluña https://t.co/H9Jz4jtVaH;Cataluña;POS;NEG;POS
Alemania sufre un IPC en abril del 7,4%, el mayor en cuarenta años https://t.co/AvsV9JYx3J;Alemania ;NEG;NEG;NEG
El euríbor encarece las hipotecas más de 400 euros de media al año y las cuotas seguirán subiendo en mayo https://t.co/cDDWNNRFtD;hipotecas;POS;NEG;NEG
La Comisión no se fía del Gobierno y esperará a ver qué aprueba antes de avalar el tope del gas https://t.co/GkvwkwjOyn;gas;NEG;NEG;NEG
La factura en subidas salariales a los funcionarios asciende a los 10.725 millones con Sánchez https://t.co/zWO3K0m57O;funcionarios;POS;POS;POS
Correos encara su 'refundación' convertida en un polvorín https://t.co/JBpeMLfbKU;Correos;NEG;NEG;POS
China dispara sus importaciones desde Rusia pese a la guerra https://t.co/YYprDIb1Wp;China;POS;POS;POS
La CEOE avisa a las empresas: la subida de sueldos debe ligarse al empleo y la productividad https://t.co/NmNzGM8ro7;sueldos;POS;POS;NEG
Hasta tres subidas de tipos este año o por qué debemos prepararnos para un periodo largo de alta inflación https://t.co/m1bActerYS;tipos;POS;NEG;NEG
Más de un millón de ofertas de empleo se quedarán sin cubrir en España por déficit de profesionales https://t.co/S1Gyu3FbAt;empleo;NEG;NEG;NEG
Telefónica se consolida en el mercado alemán con la compra de la alemana BE-terna por 350 millones https://t.co/Biy2HkRdsP;Telefónica ;POS;POS;NEG
Un laberinto burocrático de hasta ocho meses para acceder a los fondos europeos https://t.co/cmsiQNSdc5;fondos ;NEG;NEG;NEG
Los bancos aplicaron comisiones de mantenimiento de hasta 60 euros en el primer trimestre https://t.co/jABA1FvvYd;bancos;POS;NEG;NEG
Massimo Dutti comercializa su nueva línea Studio tras la integración de Uterqüe https://t.co/dutZWt1HuW;Massimo Dutti;POS;POS;NEG
Competencia cree que los AVE que paren en Atocha tendrán ventaja respecto a los de Chamartín https://t.co/obHDfFchSu;AVE;POS;NEG;NEG
Segunda salida en el consejo de Dia en menos de un mes tras la marcha de Fridman de Letterone https://t.co/4RWEhHgiDu;Dia;NEG;NEG;POS
El campo se desangra: España pierde más de 70.000 explotaciones agrarias en 10 años https://t.co/ifK7y5356a;campo ;NEG;NEG;NEG
El sector público crea un 50% del empleo desde la pandemia y con una elevada tasa de temporalidad https://t.co/TMNqDX0xLl;empleo;POS;NEG;POS
Atocha o Chamartín: el sector ferroviario se enzarza en la parada del AVE Madrid-Valencia https://t.co/aEfMicZRuK;AVE;NEG;NEG;NEG
Díaz urge frenar la 'gran dimisión' en España: 109.000 vacantes de empleo se quedan sin cubrir https://t.co/O4JtX1f0Iw;empleo;NEG;NEG;NEG
Montero notifica a Bruselas que hay margen para subir los impuestos a los automóviles, los barcos y los aviones https://t.co/5i2BwK5qFp;impuestos ;POS;NEG;NEG
El colapso del puerto de Shanghái desboca la espiral inflacionista https://t.co/IT9VMJPNy7;Shanghái;NEG;NEG;NEG
Una amenaza invisible que agrieta los cimientos económicos de Rusia y puede extenderse a nivel global https://t.co/TnPdkKN4oj;Rusia;NEG;NEG;NEG
Bruselas no termina de aprobar la propuesta de Teresa Ribera para topar el precio del gas https://t.co/6a6crckOnv;gas;NEG;NEG;NEG
El 70% de las pymes denuncian las trabas para abrir una empresa https://t.co/oWN6BjtnQg;pymes;NEG;NEG;NEG
Más de un millón de páginas en los BOE: la burocracia se desboca en 2021 https://t.co/aaIyvhuYJK;burocracia;NEG;NEG;NEG
Las pensiones de jubilación alcanzan los 1.534 euros y ya rozan el salario medio en seis comunidades autónomas https://t.co/JbQrek8E19;pensiones;POS;POS;POS
La alternativa de España si Argelia corta el gas: recurrir a otros países, pero a un precio más caro https://t.co/hL47I1UUX4;gas;POS;NEG;NEG
Ryanair aspira a transportar el récord de 50 millones de pasajeros en España este año https://t.co/jZpNygz5Df;Ryanair ;POS;POS;NEG
De Guindos: «Los aumentos salariales son hasta ahora bastante prudentes» https://t.co/iZPyowtPQy;salario;NEG;NEG;NEG
El Banco de España, en alerta: la desidia del Gobierno convierte la economía en «vulnerable» https://t.co/vpWtAjfZkA;economía;NEG;NEG;NEG
El IPC cede hasta el 8,4% pero el núcleo duro de la cesta de la compra se encarece como nunca en la era del euro https://t.co/tRHgwZf6lE;IPC;POS;NEG;NEG
España destruye 100.200 empleos y el paro aumenta en 70.900 personas en el primer trimestre https://t.co/KSe6fhyg2L;empleo ;NEG;NEG;NEG
El Bundesbank ve al BCE «forzado» a actuar por la inflación https://t.co/09JtKke1vB;BCE;NEG;POS;POS
El sector aéreo avisa que prohibir vuelos cortos golpeará a Barajas y potenciará otros 'hubs' europeos https://t.co/6RgqiwP0Wx;vuelos;NEG;NEG;NEG
Garzón acuerda con la industria del juguete evitar los anuncios en los que se asocie el color rosa con las niñas https://t.co/CxxQ5hWBCm;juguete ;POS;POS;POS
Aena lleva al Supremo la negativa del Gobierno a compensarle por el coronavirus https://t.co/DjHoE9PwmC;Aena;NEG;POS;POS
El precio de la electricidad no debería superar los 150 euros el MWh en los próximos doce meses https://t.co/Bw0mOX1Qf2;electricidad ;NEG;POS;POS
Las pensiones de jubilación alcanzan los 1.534 euros y ya rozan el salario medio en seis comunidades autónomas https://t.co/egAyW7sKQH;pensiones ;POS;POS;POS
El Gobierno esquiva una treintena de iniciativas del Congreso para que baje impuestos https://t.co/Z7ynI97m3t;impuestos ;POS;NEG;NEG
El pacto salarial fracasa y Sánchez se queda sin un arma antiinflación https://t.co/IXNIHpngaE;pacto salarial ;NEG;NEG;NEG
España y Portugal anuncian un acuerdo con Bruselas para limitar el precio medio del gas a 50 euros el MWh https://t.co/uchc1TRsDK;gas;NEG;POS;POS
Hernández de Cos llama a alcanzar un pacto de rentas para evitar efectos de segunda ronda de la inflación https://t.co/5Kr666Ie0H;inflación ;NEG;POS;POS
Primark anuncia que aplicará «aumentos de precios selectivos» por la subida de costes en origen https://t.co/UmOktCKxIK;Primark;POS;NEG;POS
El Banco de España habla ya de «importancia sistémica creciente» de las criptomonedas y alerta de sus riesgos https://t.co/KXJoaPeLNG;criptomonedas;POS;NEG;NEG
La banca volverá a pagar por los depósitos de los clientes cuando el BCE suba los tipos https://t.co/IYoF74QTNZ;banca;NEG;POS;POS
Los expertos avalan la rebaja selectiva del IRPF para proteger a las rentas medias y bajas https://t.co/BMzT3egv0q;IRPF;NEG;POS;POS
Banco Santander gana 2.543 millones hasta marzo, casi un 60% más, empujado por el aumento de ingresos https://t.co/FRyxFiaj0m;Santander;POS;POS;NEG
Elon Musk compra Twitter por 44.000 millones de euros https://t.co/yoTNmA38vj;Twitter;POS;POS;NEG
Twitter negocia su venta a Elon Musk tras acercar posturas, según la prensa estadounidense https://t.co/O2NBlihuAD;Twitter;POS;POS;NEG
Las pymes advierten a Sánchez: las trabas para aumentar plantillas restan 20.000 millones de recaudación al Estado https://t.co/CKosHPgNx7;Estado;NEG;NEG;NEG
Montero rechaza bajar el IRPF a rentas bajas y medias porque «también beneficia al que gana 300.000 euros» https://t.co/kKIVGDmRLI;IRPF;NEG;NEG;NEG
Fin del último refugio del ahorro: la marca blanca dispara de golpe su precio un 11% en abril https://t.co/omi6smlijq;marca blanca;POS;NEG;NEG
Twitter negocia su venta a Elon Musk tras acercar posturas, según la prensa estadounidense https://t.co/Ri78vFjWgO;Twitter;POS;POS;NEG
BBVA eleva un 23% el precio de la OPA sobre el 50,15% que no controla de Garanti https://t.co/bCnqT4dChs;BBVA;POS;POS;NEG
El caos en los controles de Barajas deja en tierra a 3.000 pasajeros durante la Semana Santa https://t.co/7AGMNwarlC;pasajeros;NEG;NEG;NEG
El hachazo a los planes de pensiones hunde las aportaciones https://t.co/zMjpAaYyCn;planes pensiones;NEG;NEG;NEG
Sin rastro del bono joven para el alquiler medio año después de su anuncio https://t.co/X6jBtz8qNX Una noticia de @ggines y de @tonierres;bono Joven;NEG;NEG;NEG
Las donaciones se disparan más del 30% ante el temor al castigo fiscal del Gobierno https://t.co/LjpmhD4JUC Una noticia de @salcelay1 y de @danicb13;donaciones;POS;POS;POS
Dimite la consejera delegada de Indra por las presiones del presidente impuesto por Moncloa https://t.co/4BOVGSMQIp Por @MJPerez_ABC;Indra;NEG;POS;POS
Escrivá avanza que en abril se superarán por primera vez los 20 millones de afiliados https://t.co/HUy9IcQqwx;afiliados;POS;POS;POS
La tasa de inflación de la eurozona se dispara a una tasa récord del 7,4% en marzo https://t.co/hxLt28Het9;inflación ;POS;NEG;NEG
