Tweet;Target;Sent_Target;Sent_Sociedad;Sent_Empresas;tweet_clean
Sánchez recortará el crecimiento al filo de rendir cuentas a Europa https://t.co/thUpdUsmx7;crecimiento;NEG;NEG;NEG;sánchez recortará crecimiento filo rendir cuentas europa
El euríbor azota a las familias y endurece el acceso a la vivienda https://t.co/evZM3NTLGc;euríbor;POS;NEG;NEG;euríbor azota familias endurece acceso vivienda
La elevada inflación pone en riesgo la viabilidad del 15% de las pymes españolas https://t.co/2jCeEX7WUy;pymes;NEG;NEG;NEG;elevada inflación pone riesgo viabilidad pymes españolas
Shein, la moda china ultrarrápida y barata que inquieta al textil europeo https://t.co/hbX9dxXqkN;Shein;POS;POS;NEG;shein moda china ultrarrápida barata inquieta textil europeo
Escrivá confirma la subida del 15 % para las pensiones no contributivas https://t.co/LlV6A1jIcO;pensiones;POS;POS;POS;escrivá confirma subida pensiones contributivas
Los embargos de vivienda habitual suben el 3,4 % y alcanzan la mayor cifra en 5 años https://t.co/bXjMafQYxP;embargos;NEG;NEG;NEG;embargo vivienda habitual suben alcanzan mayor cifra años
El paro cae en mayo y baja de los 3 millones por primera vez desde 2008 https://t.co/EVfTSilY3L;paro;POS;POS;POS;paro cae mayo baja millones primera vez
España consolida la vuelta del turismo extranjero, con 6,1 millones en abril https://t.co/olhYKYWfAA;turismo;POS;POS;POS;españa consolida vuelta turismo extranjero millones abril
El euríbor alcaza máximos desde 2015 y dispara el coste de las hipotecas https://t.co/M6VycppYTJ;euríbor;POS;NEG;NEG;euríbor alcaza máximos dispara coste hipotecas
La inflación de la eurozona se dispara siete décimas en mayo, hasta el 8,1 % https://t.co/1awx3Uucze;inflación ;POS;NEG;NEG;inflación eurozona dispara siete décimas mayo
Las pernoctaciones extrahoteleras subieron el 239 % en abril y superan las precovid https://t.co/5TN3BQveEu;pernoctaciones;POS;POS;POS;pernoctaciones extrahoteleras subieron abril superan precovid
"Sánchez resalta la ""unidad y firmeza"" de la UE al sancionar el petróleo ruso https://t.co/1qeQkjeVto";petróleo;NEG;POS;POS;sánchez resalta unidad firmeza ue sancionar petróleo ruso
La Seguridad Social plantea nuevas cuotas para autónomos entre 250 y 550 euros https://t.co/FWsIjo6SBW;autónomos;POS;POS;POS;seguridad social plantea nuevas cuotas autónomos euro
El juez procesa a Iberdrola Generación por alteración de precios en 2013 https://t.co/I9JmuGSeMd;Iberdrola ;NEG;NEG;POS;juez procesa iberdrola generación alteración precios
El déficit público se reduce un 78 % en el primer trimestre, a 4.633 millones https://t.co/M1H8UxHpWx;déficit;POS;POS;POS;déficit público reduce primer trimestre millones
Sánchez asiste hoy al Consejo Europeo en el que pedirá más medidas en energía https://t.co/6K3Pat4FS5;energía ;POS;POS;POS;sánchez asiste hoy consejo europeo pedirá medidas energía
La inflación repunta en mayo hasta el 8,7 % por la subida de los carburantes y los alimentos https://t.co/fqFqV8zriI;inflación ;POS;NEG;NEG;inflación repunta mayo subida carburantes alimentos
Dos años de ingreso mínimo, una ayuda contra la pobreza para 450.000 hogares https://t.co/xpGvpBxHK5;ingreso mínimo ;POS;POS;POS;do años ingreso mínimo ayuda pobreza hogares
La Bolsa española sube el 0,48 % y conquista los 8.800 puntos https://t.co/oyHN72MIy8;Bolsa;POS;POS;POS;bolsa española sube conquista puntos
Ribera espera que la rebaja de la factura de la luz se note este mes de junio https://t.co/JKjwXa6KCc;luz;NEG;POS;POS;ribera espera rebaja factura luz note me junio
Michel confía en un acuerdo sobre el petróleo ruso antes de la próxima cumbre europea https://t.co/CclwiaMjTx ;petróleo ;POS;POS;POS;michel confía acuerdo petróleo ruso próxima cumbre europea
Las condiciones financieras empeoran desde la invasión de Rusia a Ucrania https://t.co/Z8ZBc1gNrQ;condiciones financieras;NEG;NEG;NEG;condiciones financieras empeoran invasión rusia ucrania
Maroto no prevé que la viruela del mono vaya a lastrar el turismo en España https://t.co/k6h3Yj7Ac4;turismo;POS;POS;POS;maroto prevé viruela mono vaya lastrar turismo españa
El Gobierno aprueba el perte de microchips dotado con 11.000 millones https://t.co/KPV3CWtlCT;microchips;POS;POS;POS;gobierno aprueba perte microchip dotado millones
Sánchez ofrece España en Davos como respuesta a la escasez de gas ruso https://t.co/GmcH1My5Aq;gas;POS;POS;POS;sánchez ofrece españa davos respuesta escasez gas ruso
La Bolsa española sube el 1 % tras la apertura con Siemens Gamesa disparada https://t.co/GAt5GfXZqC;Bolsa;POS;POS;POS;bolsa española sube tras apertura siemens gamesa disparada
El precio de la luz repunta casi un 14 % este lunes sin superar 200 euros/MWh https://t.co/MWOZ1iHWLT;luz;POS;NEG;NEG;precio luz repunta casi lunes superar eurosmwh
Sánchez viaja este lunes a Davos en busca de inversiones en microchips https://t.co/XjEtCwYF2o;microchips;POS;POS;POS;sánchez viaja lunes davos busca inversiones microchip
FMI pide recuperar confianza ante mayor reto desde la segunda Guerra Mundial https://t.co/HtDka9MPzZ;FMI;POS;POS;POS;fmi pide recuperar confianza mayor reto segunda guerra mundial
El precio de la electricidad cae un 4,5 % y será este domingo de 170,56 €/MWh https://t.co/Z4QG6Y9SH7;electricidad;NEG;POS;POS;precio electricidad cae domingo mwh
Rusia cumple su amenaza y corta el gas a Finlandia por no pagar en rublos https://t.co/7JyloM46WA;Finlandia;NEG;NEG;NEG;rusia cumple amenaza corta gas finlandia pagar rublos
El G7 moviliza 19.800 millones de dólares de ayudas a Ucrania en 2022 https://t.co/G1b6YOi5BT;Ucrania;POS;POS;POS;g moviliza millones dólares ayudas ucrania
La facturación industrial cae el 6,1% en marzo, el peor dato mensual en dos años https://t.co/HoF2oOivB4;facturación industrial;NEG;NEG;NEG;facturación industrial cae marzo peor dato mensual do años
La inflación en Japón llegó al 2,1 % en abril, su nivel más alto en 7 años https://t.co/A9ui2FyTrI;inflación ;NEG;NEG;NEG;inflación japón llegó abril nivel alto años
La Bolsa española aumenta sus ganancias al 0,97% por la bajada de tipos en China https://t.co/K2IsBewElA;Bolsa;POS;POS;POS;bolsa española aumenta ganancias bajada tipos china
La compra de casas sube un 25,6 % en marzo y toca el pico más alto en 14 años https://t.co/iLLgOhogJx;compra;POS;POS;NEG;compra casas sube marzo toca pico alto años
EE.UU. y la ONU presionan a Rusia para que permita exportar el cereal ucraniano https://t.co/YJUSV1sZSU;cereal;POS;POS;POS;eeuu onu presionan rusia permita exportar cereal ucraniano
El Banco de España avisa de que volverá a bajar el crecimiento previsto en 2022 https://t.co/RFf4FcremA;crecimiento;NEG;NEG;NEG;banco españa avisa volverá bajar crecimiento previsto
Los primeros pagos del Perte del coche eléctrico llegarán antes de fin de año https://t.co/mczqHga9hS;Perte;POS;POS;POS;primeros pagos perte coche eléctrico llegarán fin año
La inflación británica sube al 9 %, su nivel más alto en 40 años https://t.co/Ppu2A0TkXA;inflación ;NEG;NEG;NEG;inflación británica sube nivel alto años
CaixaBank prevé una rentabilidad del 12 % y generar 9.000 millones de capital https://t.co/iCaJ0VJ2jv;Caixabank;POS;POS;NEG;caixabank prevé rentabilidad generar millones capital
El PIB del primer trimestre subió un 0,3 % en la eurozona y un 0,4 % en la UE https://t.co/olUQi14jaF;PIB;POS;POS;POS;pib primer trimestre subió eurozona ue
La deuda pública marca un récord en marzo con 1,45 billones https://t.co/hjGXiHyP81;deuda;NEG;NEG;NEG;deuda pública marca récord marzo billones
El déficit comercial se dispara hasta los 15.416 millones por la energía https://t.co/9vyyOoL8Gu;déficit ;NEG;NEG;NEG;déficit comercial dispara millones energía
Bruselas cree que un corte total del gas ruso hundiría el PIB de la eurozona https://t.co/XK7XK67KCy;gas;NEG;NEG;NEG;bruselas cree corte total gas ruso hundiría pib eurozona
"Ryanair reduce sus pérdidas el 56 %, pero advierte de su ""frágil"" recuperación https://t.co/4oIMRC3Y4L";Ryanair;POS;POS;NEG;ryanair reduce pérdidas advierte frágil recuperación
Una firma surcoreana invertirá 600 millones en una planta de láminas de cobre en Tarragona https://t.co/8ZLcymrZk8 Cobre;planta;POS;POS;NEG;firma surcoreana invertirá millones planta láminas cobre tarragona cobre
Bruselas rebaja la previsión de crecimiento del PIB en España al 4 % en 2022 https://t.co/Shs9vidxMr;PIB;NEG;NEG;NEG;bruselas rebaja previsión crecimiento pib españa
La gran banca reparte 540 millones en bonus en 2021 entre 1.900 directivos https://t.co/1meXVtQaMV;banca;POS;POS;NEG;gran banca reparte millones bonus directivos
El cierre de oficinas bancarias se agudiza en el arco mediterráneo y Madrid https://t.co/21MNwDCapz;oficinas;NEG;NEG;NEG;cierre oficinas bancarias agudiza arco mediterráneo madrid
El precio de la luz se dispara un 53 % y alcanzará mañana los 195,23 euros/MWh https://t.co/f7MOH297Ub;luz;POS;NEG;NEG;precio luz dispara alcanzará mañana eurosmwh
Renfe vende 167.110 billetes en un solo día, récord desde el inicio del covid https://t.co/hPThlQXYOL;Renfe;POS;POS;NEG;renfe vende billetes solo día récord inicio covid
Los contratos fijos iniciales se multiplicaron por más de cinco en abril https://t.co/nXAVwunvbp ;contratos;POS;POS;POS;contratos fijos iniciales multiplicaron cinco abril
Elon Musk frena la compra de Twitter hasta averigüar el número de cuentas falsas https://t.co/Dpx50MpzXy;Twitter;NEG;NEG;POS;elon musk frena compra twitter averigüar número cuentas falsas
El Gobierno aprueba el límite al precio del gas que bajará factura de la luz https://t.co/gWULi5kK0D;gas;NEG;POS;POS;gobierno aprueba límite precio gas bajará factura luz
La inflación se modera en abril una décima más de lo esperado, hasta el 8,3 % https://t.co/0r150lU98y;inflación ;POS;POS;POS;inflación modera abril décima esperado
Sánchez asegura que hay más de 12.000 empresas beneficiarias de los fondos de la UE https://t.co/q0weVko7sw;fondos;POS;POS;POS;sánchez asegura empresas beneficiarias fondos ue
Telefónica gana 706 millones en el primer trimestre de 2022, un 20,3 % menos https://t.co/idjfyK91H6;Telefónica ;POS;POS;NEG;telefónica gana millones primer trimestre menos
La inflación se modera ligeramente en EE.UU. tras siete meses de escalada https://t.co/nKlpUEPdcn ;inflación ;POS;POS;POS;inflación modera ligeramente eeuu tras siete me escalada
Avianca y GOL crean el Grupo Abra, un gigante latinoamericano de las aerolíneas https://t.co/4C52QGJyyk;Abra;POS;POS;NEG;avianca gol crean grupo abra gigante latinoamericano aerolíneas
El petróleo de Texas cierra con un alza del 6 % hasta 105,71 dólares https://t.co/F3Qg5gZK2Z;petróleo ;POS;NEG;NEG;petróleo texas cierra alza dólares
Sánchez eleva la cuantía del PERTE agroalimentario hasta los 1.800 millones https://t.co/IInUYuSKEI;PERTE;POS;POS;POS;sánchez eleva cuantía perte agroalimentario millones
Toyota ganó un 27 % más en 2021 pese a problemas en la cadena de suministro https://t.co/PHqx8BGdMf;Toyota;POS;POS;NEG;toyota ganó pese problemas cadena suministro
El IPC chino repunta al 2,1 % en abril ante los rebrotes covid y las materias primas https://t.co/JNsO3qkW7E;IPC;POS;NEG;NEG;ipc chino repunta abril rebrotes covid materias prima
La inflación interanual en Alemania alcanza el máximo en 40 años y llega al 7,4 % https://t.co/2hoet7Ci8M;inflación ;NEG;NEG;NEG;inflación interanual alemania alcanza máximo años llega
El Gobierno aprobará finalmente este viernes el tope al precio del gas https://t.co/HZbfWvy08l;gas;NEG;POS;POS;gobierno aprobará finalmente viernes tope precio gas
Sony logró un beneficio neto de 6.399 millones de euros en 2021, un 14 % menos https://t.co/YHmpJTSj0g;Sony;POS;POS;NEG;sony logró beneficio neto millones euro menos
El petróleo de Texas baja un 6,1 % y cierra en 103,09 dólares el barril https://t.co/xhvBjSUzV6;petróleo;NEG;POS;POS;petróleo texas baja cierra dólares barril
La Comisión Europea da luz verde a la propuesta ibérica para poner tope al gas https://t.co/A6w6jZBGH5;gas;NEG;POS;POS;comisión europea da luz verde propuesta ibérica poner tope gas
"La temporalidad en el empleo público alcanza un máximo histórico en el 32,5 % en el primer trimestre de 2022.

➡️Supera en más de diez puntos la tasa en el sector privado, donde la temporalidad era del 22,1 % en el mismo periodo.
 https://t.co/il1gchi1Lp";empleo;NEG;NEG;NEG;temporalidad empleo público alcanza máximo histórico primer trimestre supera diez puntos tasa sector privado temporalidad mismo periodo
Europa pierde más de 166.000 camioneros adicionales por la guerra en Ucrania https://t.co/DOxYV4defD;camioneros;NEG;NEG;NEG;europa pierde camioneros adicionales guerra ucrania
El Gobierno, a la espera de la CE para aprobar cuanto antes el tope al gas https://t.co/WSgjuqAzEz ;gas;NEG;POS;POS;gobierno espera ce aprobar cuanto tope gas
La inflación en Chile alcanza un 1,4 % en abril y se dispara a 10,5 % en 12 meses https://t.co/4kWUesn792;inflación;NEG;NEG;NEG;inflación chile alcanza abril dispara me
La tasa de desempleo se mantuvo en el 3,6 % en EE.UU. en abril https://t.co/gyWTw83rXM;tasa desempleo;POS;POS;POS;tasa desempleo mantuvo eeuu abril
"Florentino Pérez abre nueva etapa en ACS con Juan Santamaría de ""número dos"" https://t.co/8ctF6cVbwp";ACS;POS;POS;NEG;florentino pérez abre nueva etapa ac juan santamaría número do
"La Bolsa española pierde el 0,90 % y los 8.400 puntos, con IAG desplomado https://t.co/v67pPn35zQ  

➡️Las acciones de IAG caían más del 8 % tras presentar resultados.";Bolsa;NEG;NEG;POS;bolsa española pierde puntos iag desplomado acciones iag caían tras presentar resultados
La inflación interanual de Colombia en abril fue de 9,2%, la más alta en 21 años https://t.co/mayg1ulx0j;inflación;NEG;NEG;NEG;inflación interanual colombia abril alta años
IAG perdió 787 millones en el primer trimestre, un 26,7 % menos que en 2021 https://t.co/v8Y5vPAtXs;IAG;NEG;NEG;POS;iag perdió millones primer trimestre menos
Volkswagen tendrá operativa en 2026 la primera fábrica de baterías de España https://t.co/ew5Gya7rQj;Volkswagen;POS;POS;POS;volkswagen operativa primera fábrica baterías españa
El turismo internacional sigue la recuperación, con cuatro millones en marzo https://t.co/Hk8BrtbCZl;turismo;POS;POS;POS;turismo internacional sigue recuperación cuatro millones marzo
La gasolina y el gasóleo marcan su precio más alto en el último mes https://t.co/Hzr1Yyd3qI;gasolina;POS;NEG;NEG;gasolina gasóleo marcan precio alto último me
El TJUE cierra la puerta a que los accionistas del Popular reclamen al Santander https://t.co/0nxk3H8fkD;accionistas;NEG;NEG;POS;tjue cierra puerta accionistas popular reclamen santander
La Bolsa española abre con una subida del 1,57 % tras la decisión de la Fed https://t.co/o5aACuLrnf;Bolsa;POS;POS;POS;bolsa española abre subida tras decisión fed
EE.UU. sube los tipos de interés en medio punto, el mayor incremento en dos décadas https://t.co/O1bhJ6mSXw;tipos interés;POS;NEG;NEG;eeuu sube tipos interés medio punto mayor incremento do décadas
Se publican datos sobre la llegada de turistas a España en el primer trimestre;España;POS;POS;POS;publican datos llegada turistas españa primer trimestre
El déficit comercial de EE.UU. se dispara un 22,3 % en marzo https://t.co/SNKfYITaZX;déficit comercial;NEG;NEG;NEG;déficit comercial eeuu dispara marzo
Bruselas propone excluir de SWIFT a Sberbank, el mayor banco ruso https://t.co/VTxzSuXYdB ;Sberbank;NEG;NEG;POS;bruselas propone excluir swift sberbank mayor banco ruso
El crudo Brent sube el 2,27 % hasta 107,58 dólares https://t.co/5PJZwCiU3i;crudo Brent;POS;POS;NEG;crudo brent sube dólares
Bruselas pide el veto progresivo al petróleo ruso y castigar los crímenes de guerra https://t.co/du0M4uas3h;petróleo ruso;NEG;NEG;NEG;bruselas pide veto progresivo petróleo ruso castigar crímenes guerra
España rompe por primera vez la barrera de los 20 millones de afiliados https://t.co/y1to36tVYm;España;POS;POS;POS;españa rompe primera vez barrera millones afiliados
El paro bajó al 6,8 % en la eurozona y al 6,2 % en la UE en marzo https://t.co/ilJAcinXvW;paro;POS;POS;POS;paro bajó eurozona ue marzo
El consumo de carburantes cae en marzo coincidiendo con huelga transportistas https://t.co/B9hdahAvEJ;carburantes;NEG;NEG;NEG;consumo carburantes cae marzo coincidiendo huelga transportistas
La falta de suministros y el coste de la energía lastran el empleo industrial https://t.co/ewwMpbCe58;empleo industrial ;NEG;NEG;NEG;falta suministros coste energía lastran empleo industrial
La banca cierra 26.400 oficinas y reduce 100.000 empleos desde crisis de 2008 https://t.co/Oaijn0vqrC;Banca;NEG;NEG;NEG;banca cierra oficinas reduce empleos crisis
Los carburantes bajan un 10 % en abril gracias a la bonificación pública https://t.co/CMcrOzrCcK;carburantes;NEG;POS;POS;carburantes bajan abril gracias bonificación pública
La luz despide abril con una caída de más del 13 % hasta 186,45 euros/MWh https://t.co/dOiwYF0AxM;luz;NEG;POS;POS;luz despide abril caída eurosmwh
Wall Street cierra con fuertes pérdidas https://t.co/8O8wbzAJP1;Wall Street;NEG;NEG;NEG;wall street cierra fuertes pérdidas
El Nasdaq cae un 4,17 % https://t.co/8O8wbzAJP1;Nasdaq;NEG;NEG;NEG;nasdaq cae
CaixaBank gana 707 millones, un 85% menos por el efecto contable de la fusión https://t.co/hPxzLtmWMi;Caixabank;POS;POS;NEG;caixabank gana millones menos efecto contable fusión
BBVA ganó hasta marzo 1.651 millones, un 36 % más, por la mejora de ingresos https://t.co/Jlva2zL9jY;BBVA;POS;POS;NEG;bbva ganó marzo millones mejora ingresos
La guerra frena el crecimiento económico al 0,3 % en el primer trimestre https://t.co/N5naKA0m0P;crecimiento;NEG;NEG;NEG;guerra frena crecimiento económico primer trimestre
Repsol duplica el beneficio hasta 1.392 millones con la subida de los hidrocarburos https://t.co/p98o64dEix;Repsol;POS;NEG;NEG;repsol duplica beneficio millones subida hidrocarburos
El empleo cae al inicio de año con 100.200 ocupados menos y 70.900 parados más https://t.co/W39nrIp6Uf;empleo;NEG;NEG;NEG;empleo cae inicio año ocupados menos parados
Twitter gana 513 millones de dólares en el primer trimestre, siete veces más https://t.co/xOl6smmp55;Twitter;POS;POS;NEG;twitter gana millones dólares primer trimestre siete veces
La economía de EE.UU. se contrajo un 0,4 % en el primer trimestre del año https://t.co/25VaOkthr5;economía;NEG;NEG;NEG;economía eeuu contrajo primer trimestre año
El Gobierno salva el decreto anticrisis gracias a Bildu y sin el apoyo de ERC ni PP https://t.co/te2IGsY3PL;Gobierno;POS;POS;POS;gobierno salva decreto anticrisis gracias bildu apoyo erc pp
"La dependencia del gas ruso supera el 50 % en catorce países europeos.
https://t.co/mM5hHnorae";gas;POS;NEG;NEG;dependencia gas ruso supera catorce países europeos
Rusia anuncia que se retira de la Organización Mundial de Turismo https://t.co/E6t6kErLeF;Rusia;NEG;NEG;POS;rusia anuncia retira organización mundial turismo
AENA perdió 96,4 millones en el primer trimestre, el 60 % menos https://t.co/ub22B54BFN;AENA;NEG;NEG;POS;aena perdió millones primer trimestre menos
"Gazprom confirma que ha suspendido ""por completo"" el gas a Polonia y Bulgaria https://t.co/1f8EKdG3Yh";Gazprom;POS;NEG;NEG;gazprom confirma suspendido completo gas polonia bulgaria
FMI: los inversores ven Latinoamérica como solución a la escasez de la guerra https://t.co/MSgsHbKjkE ;Larinoamérica;POS;POS;NEG;fmi inversores ven latinoamérica solución escasez guerra
El Gobierno aprueba ayudas de 85 millones a hoteleras Hesperia y Abba https://t.co/d7SHgqfZxb;hoteleras;POS;POS;NEG;gobierno aprueba ayudas millones hoteleras hesperia abba
El mayor banco de Europa, HSBC, gana un 27,8 % menos en el primer trimestre https://t.co/VGdy0cvaAd;HSBC;NEG;NEG;POS;mayor banco europa hsbc gana menos primer trimestre
Orange España ingresa 1.132 millones hasta marzo, un 4,6 % menos que en 2021 https://t.co/dgPUhOpkDY;Orange;NEG;NEG;POS;orange españa ingresa millones marzo menos
"Elon Musk compra Twitter, la ""plaza digital del pueblo"", por 44.000 millones de dólares https://t.co/xB18ntGxj2";Twitter;POS;POS;NEG;elon musk compra twitter plaza digital pueblo millones dólares
Banco Santander gana 2.543 millones de euros hasta marzo, un 58 % más https://t.co/XrnclgF0ng;Santander;POS;POS;NEG;banco santander gana millones euro marzo
El crudo Brent baja el 4,9 %, hasta 101,27 dólares https://t.co/zdkL7Ggfk9;crudo;NEG;POS;POS;crudo brent baja dólares
El precio de la luz aumenta este lunes un 54 % hasta 226,57 euros/MWh https://t.co/5luL2kUtPP;luz;POS;NEG;NEG;precio luz aumenta lunes eurosmwh
El BCE convoca una reunión de urgencia ante los aumentos de las primas de riesgo europeas https://t.co/L0bFEW0hbT;primas;NEG;NEG;NEG;bce convoca reunión urgencia aumentos prima riesgo europeas
Fracasa en su estreno el mecanismo del Gobierno para bajar el precio de la electricidad https://t.co/NXslGc5czu;mecanismo;NEG;NEG;NEG;fracasa estreno mecanismo gobierno bajar precio electricidad
Tres de cada cuatro alemanes reducen o eliminan sus vacaciones por la inflación https://t.co/0rsnE7LB46;alemanes;NEG;NEG;NEG;tres cada cuatro alemanes reducen eliminan vacaciones inflación
El alza de las materias primas provoca un desvío millonario de fondos UE al exterior https://t.co/fhFBMVLvN8;fondos;NEG;NEG;NEG;alza materias prima provoca desvío millonario fondos ue exterior
Fuga de trabajadores digitales: «Aquí es distinto que en España. Valoran más la capacidad que la experiencia» https://t.co/YEo5DXgcfQ;trabajadores;NEG;NEG;NEG;fuga trabajadores digitales aquí distinto españa valoran capacidad experiencia
Los tripulantes de cabina convocan seis jornadas de huelga en Ryanair para finales de junio y principios de julio https://t.co/vuOuYJRNSK;Ryanair;NEG;NEG;POS;tripulantes cabina convocan seis jornadas huelga ryanair finale junio principios julio
España se convierte en una fábrica de talento digital para las multinacionales extranjeras https://t.co/B4Rvp76asQ;España;POS;POS;POS;españa convierte fábrica talento digital multinacionales extranjeras
Una tormenta perfecta azota a los aeropuertos a las puertas de la campaña de verano https://t.co/t2w2iJdjIs;aeropuertos;NEG;NEG;NEG;tormenta perfecta azota aeropuertos puertas campaña verano
El fondo para rescatar a empresas estratégicas de Sepi dejará al menos 5.785 millones sin repartir https://t.co/AqbQqLPFjc;Sepi;POS;NEG;NEG;fondo rescatar empresas estratégicas sepi dejará menos millones repartir
Parón total de los negocios con Argelia: la banca insta a detener el comercio ante el bloqueo a España https://t.co/9itgVsxyJS;negocios;NEG;NEG;NEG;parón total negocios argelia banca insta detener comercio bloqueo españa
El Banco de España recorta su previsión de PIB al 4,1% y no descarta que el crecimiento sea aún menor https://t.co/3mj5cZmiWT;PIB;NEG;NEG;NEG;banco españa recorta previsión pib descarta crecimiento aún menor
El Corte Inglés deja atrás las pérdidas y obtiene un beneficio neto de 120 millones de euros en 2021 https://t.co/SxXFdGRJjR;El Corte Inglés;POS;POS;NEG;corte inglés deja atrás pérdidas obtiene beneficio neto millones euro
CSIF exige al Gobierno «que apruebe de una vez el teletrabajo» para los empleados públicos https://t.co/DNbTXcWzgg;empleados ;POS;POS;POS;csif exige gobierno apruebe vez teletrabajo empleados públicos
Del azulejo a la fruta: los sectores que se tambalean por el cerrojazo argelino https://t.co/RsqyS5LtsC;sectores;NEG;NEG;NEG;azulejo fruta sectores tambalean cerrojazo argelino
El IPC vuelve a repuntar en mayo, hasta el 8,7%, por la subida de los carburantes y la cesta de la compra https://t.co/MEJGS9biB6;IPC;NEG;NEG;NEG;ipc vuelve repuntar mayo subida carburantes cesta compra
El BCE finalizará sus compras de activos en julio y adelanta que subirá los tipos en 25 puntos básicos https://t.co/ykWrqTeLEF;BCE;POS;NEG;NEG;bce finalizará compras activos julio adelanta subirá tipos puntos básicos
Aena adjudicará tras el verano el primer contrato del plan inmobiliario de Barajas https://t.co/VVDKHRGFyB;Aena;POS;POS;NEG;aena adjudicará tras verano primer contrato plan inmobiliario barajas
El impacto de los fondos europeos en la economía española no se verá hasta 2025 o 2026 https://t.co/tdyN978eYg;economía española;NEG;NEG;POS;impacto fondos europeos economía española verá
Una ola de demandas zarandea el modelo de planes de pensiones de empleo impulsado por el Gobierno https://t.co/URYNBH3v6B;Gobierno;NEG;NEG;NEG;ola demandas zarandea modelo plane pensiones empleo impulsado gobierno
El Gobierno descarta ya implantar peajes a corto plazo https://t.co/gevSPluGQH #foroABC;Gobierno;NEG;POS;POS;gobierno descarta implantar peajes corto plazo foroabc
Las tarifas de la luz bajarán desde el día 15 al entrar en vigor el límite al precio del gas https://t.co/U54cpT7gnj;luz;NEG;POS;POS;tarifas luz bajarán día entrar vigor límite precio gas
El BCE abre hoy la puerta a la nueva normalidad monetaria https://t.co/0mD75lE5CM;BCE;POS;POS;NEG;bce abre hoy puerta nueva normalidad monetaria
Una ola de demandas zarandea el modelo de planes de pensiones de empleo impulsado por el Gobierno https://t.co/nY7jmQdQbW;modelo;NEG;NEG;NEG;ola demandas zarandea modelo plane pensiones empleo impulsado gobierno
Inditex gana 760 millones, un 80% más, en el primer trimestre con Marta Ortega al frente https://t.co/5z77bBvNnm;Inditex;POS;POS;NEG;inditex gana millones primer trimestre marta ortega frente
Los ganaderos de vacuno de carne y los citricultores, los mayores beneficiarios de las ayudas por Ucrania https://t.co/oDsuzpCECI;ganaderos;POS;POS;NEG;ganaderos vacuno carne citricultores mayores beneficiarios ayudas ucrania
La patronal madrileña alerta del «devastador efecto» que tienen las colas de Barajas para la Marca España https://t.co/JpPXu9H5gk;Marca España;NEG;NEG;POS;patronal madrileña alerta devastador efecto cola barajas marca españa
China lleva al límite su ambición económica global usando a Rusia como peón https://t.co/2h3fDwgH2z;China;NEG;NEG;NEG;china lleva límite ambición económica global usando rusia peón
El euríbor revienta las previsiones y alcanza ya el 0,5% https://t.co/KFkeMM6skx;euríbor;NEG;NEG;NEG;euríbor revienta previsiones alcanza
Begoña Gómez rompe su contrato con el IE para emprender una nueva etapa profesional en la Complutense https://t.co/1pbH0mFxlL;IE;NEG;NEG;POS;begoña gómez rompe contrato ie emprender nueva etapa profesional complutense
Los secretos de inversión para que la inflación no se ‘coma’ los ahorros que tenemos guardados en el banco https://t.co/E0NHR06pn3;inflación;NEG;POS;POS;secretos inversión inflación coma ahorros guardados banco
Rapapolvo del Tribunal de Cuentas: el Gobierno infravalora en 1.074 millones el agujero de los ICO https://t.co/DhxgcY3dcK;Gobierno;NEG;POS;POS;rapapolvo tribunal cuentas gobierno infravalora millones agujero ico
El rechazo a la propuesta de Escrivá para las cuotas de autónomos aleja el pacto a días del examen de Bruselas https://t.co/F8eB6irUbk;Escrivá;NEG;NEG;NEG;rechazo propuesta escrivá cuotas autónomos aleja pacto días examen bruselas
China lleva al límite su ambición económica global usando a Rusia como peón https://t.co/TtERK9a0eq;China;NEG;NEG;NEG;china lleva límite ambición económica global usando rusia peón
La juez imputa a Plus Ultra y cita a su representante legal por el rescate de 53 millones del Gobierno https://t.co/REWD96vu3w;Plus Ultra;NEG;NEG;POS;juez imputa plus ultra cita representante legal rescate millones gobierno
El IPC dispara los costes de las pymes un 23% en un año y estrangula la rentabilidad de miles de negocios https://t.co/VEKmjY5vdo;negocios;NEG;NEG;POS;ipc dispara costes pymes año estrangula rentabilidad mile negocios
Así suben las pensiones en Europa: la esperanza de vida es clave https://t.co/6YrGvNNkDS;Europa;POS;POS;POS;así suben pensiones europa esperanza vida clave
Asalariados y pensionistas ya sufren el alza silenciosa del IRPF por la inflación https://t.co/IDx8u6fsAN;IRPF;POS;NEG;NEG;asalariados pensionistas sufren alza silenciosa irpf inflación
Esperpento histórico en el Congreso por el 'vodevil' de la reforma de pensiones y la improvisación del Gobierno https://t.co/qhQtIPPTev;Gobierno;NEG;NEG;POS;esperpento histórico congreso vodevil reforma pensiones improvisación gobierno
España se desmarca de Europa con pensiones ligadas solo al IPC y pone en riesgo los fondos https://t.co/WBJkLQbeax;fondos;NEG;NEG;NEG;españa desmarca europa pensiones ligadas solo ipc pone riesgo fondos
Acerinox descarta una opa hostil de Aperam y sigue buscando oportunidades para crecer  https://t.co/3gzVOfVgc4;Aperam;NEG;NEG;POS;acerinox descarta opa hostil aperam sigue buscando oportunidades crecer
LaLiga denuncia al PSG por infringir las normas de fair play financiero  https://t.co/P46PovEXDx;PSG;NEG;POS;POS;laliga denuncia psg infringir norma fair play financiero
