ID,Heading,Target,S. Target,S. Others,S. Society
1248314,El lujo inmobiliario español cotiza al alza en Europa,lujo inmobiliario español,1,0,0
1248454,"Tamaño y sector, los motivos detrás de las ""acusadas"" diferencias en digitalización de las empresas españolas",Tamaño y sector,-1,-1,0
1249225,General Motors se dispara en Wall Street tras mejorar su previsión de beneficios,General Motors,1,0,0
1253635,"El Ibex recupera los 8.900, el PSOE no baraja fecha para un adelanto electoral y otras noticias del día",El Ibex,1,1,1
1253915,Santander se alía con IBM para acelerar su transformación digital y reducir costes,Santander,1,0,0
1253927,Range Rover Sport HST MHEV: un seis cilindros de 400 CV con etiqueta ECO,Range Rover Sport,1,0,1
1257471,BBVA unificará su marca en todo el mundo para crecer en servicios digitales,BBVA,1,1,0
1259699,Ence sufre su primera crisis tras el regreso al Ibex,Ence,-1,0,0
1269651,"Iván Delgado: ""Los inversores tendrán en cuenta si se suben o no los impuestos en España""",Los inversores,0,0,0
1272492,"Abanca gana 250,1 millones de euros en el primer semestre, un 1,26% más",Abanca,1,0,0
1275972,Alquilar un piso compartido en Aragón cuesta de media de 252 euros al mes,Alquilar un piso compartido,-1,0,-1
1276608,Accenture compra la firma española de 'big data' Pragsis Bidoop,Accenture,1,0,0
1277732,Guerra fría': MSC crea un almacén refrigerado en la ZAL tras comprar Agro Merchants Fríopuerto,MSC,1,0,0
1278007,Caídas para el ethereum pese al optimismo tras los máximos de 10 días,el ethereum,-1,-1,-1
1280978,"Jordi Gual: ""La situación ha empeorado, pero no necesitamos modificar los objetivos del plan estratégico""",Jordi Gual,-1,0,0
1285415,"El Corte Inglés incorpora el sistema de pago WeChat Pay, usado por 800 millones de chinos",El Corte Inglés,1,0,1
1289021,"La financiación vía mercados se acerca al 50%, máximo histórico",financiación vía mercados,1,1,1
1290649,"El Banco Mundial alerta del ""rápido y generalizado"" aumento de la deuda",Banco Mundial,-1,-1,-1
1295829,Empresarios e instituciones solicitan adelantar la hora del AVCity Zaragoza - Madrid,Empresarios ,1,0,0
1301325,Iberdrola acelera las megadonaciones del Ibex con 22 millones de euros,Iberdrola,1,0,0
1301965,Mercadona logra líneas de liquidez de 2.100 millones para pagar a proveedores,Mercadona,1,1,0
1301997,"La producción industrial repunta un 0,1% en febrero tras caer enero",producción industrial,1,1,1
1303826,Los autónomos cobrarán la devolución de la cuota de marzo en la segunda quincena de mayo,Los autónomos,1,0,0
1304618,Isern Patentes y Marcas presenta un ERTE,Isern Patentes y Marcas,-1,0,-1
1305160,"Airbus plantea un ERTE para sus centros de Getafe, Illescas y Puerto Real",Airbus,-1,0,-1
1307861,"Los Charts de Hódar: Acciona, CIE Automotive y Telefónica",Charts de Hódar,0,0,0
1307975,Macron veta el cierre de plantas de Renault en Francia,Macron,1,0,1
1319588,UGT pide que el derecho a la salud sea una prioridad en la reincorporación al trabajo,UGT,1,1,1
1322421,Los inversores se preguntan si la cartera 60/40 tiene futuro,inversores,0,0,0
1323802,Guindos (BCE): el PIB no volverá a niveles pre Covid hasta finales de 2022,el PIB,-1,-1,-1
1355166,La compraventa de viviendas repunta un 22% en el primer trimestre,compraventa de viviendas,1,1,1
1355712,Youtube no viola los derechos de autor por las obras subidas de manera ílícita por sus usuarios,Youtube,1,0,1
1359200,"La economía valenciana crecerá este año un 6,5%, según Hispalink",La economía valenciana,1,1,1
1442747,La inflación se ha disparado y no saben como contenerla... O si.,La inflación,-1,-1,-1
1442754,Financiación Autonómica – III,Financiación Autonómica,0,0,0
1456410,La asesoría Afiris cumple 25 años,La asesoría Afiris,1,0,0
1456418,"Los bufetes fichan a periodistas, ingenieros, psicólogos y químicos",Los bufetes,1,1,1
1456784,Crecen las consultas legales de ciudadanos sobre Internet,consultas legales de ciudadanos,1,0,1
1458867,Industria apoya la actividad de la Fundación Centro de Ciencias de Benasque 'Pedro Pascual',Industria,1,0,1
1458962,La CNMV alerta sobre otros cinco chiringuitos financieros,CNMV,0,0,1
1459601,Deutsche Bank cerrará un 25% de sus oficinas y venderá Postbank para ahorrar 3.500 millones,Deutsche Bank,-1,0,-1
1459702,"Manzano pide a los extremeños que ""remen en la misma dirección"" y confíen en el ""proyecto integrador"" de Monago",Manzano,1,0,1
1459898,"Aer Lingus aumentó un 7,9% sus ingresos en el primer trimestre",Aer Lingus,1,0,0
1461067,Los 30 magníficos de Repsol,30 magníficos de Repsol,1,0,0
1461343,Abengoa vende activos renovables a su filial estadounidense por 614 millones,Abengoa,1,0,0
1461699,"Deutsche Telekom reduce su beneficio un 56,7% pero bate las previsiones",Deutsche Telekom,1,0,0
1462009,El capital riesgo busca nuevos Facebook en la universidad,El capital riesgo,1,0,1
1462027,Banco Madrid intenta frenar la fuga de empleados,Banco Madrid,-1,0,-1
1462646,"La CNMV multa a Euroinnova, accionista de Dermoestética",Euroinnova,-1,0,0
1462666,"Rudi señala que la estabilidad no tiene ""atajos ni milagros""",la estabilidad,1,0,0
1463139,Arabia Saudí aspira a convertirse en una potencia en energía eólica y solar,Arabia Saudí,1,1,1
1463496,La justicia de EEUU acusa a la FIFA de aceptar sobornos,FIFA,-1,0,1
1463784,Los billetes de 100 euros en circulación marcan mínimos históricos en abril,billetes de 100 euros,-1,0,-1
1489562,La CE abre una consulta para mejorar la banda ancha en la UE,La CE,1,1,1
1489665,Kirchner pone más condiciones para el giro de dividendos al exterior,Kirchner,-1,0,0
1490196,HTC presentará su nuevo smartphone y su primer smartwatch en marzo,HTC,1,0,0
1490432,ACS inicia con buen pie la OPV de Saeta,ACS,1,0,0
1490860,AT&T adquiere Nextel México por 1.875 millones de dólares,AT&T,1,-1,0
1490866,Acciona ve imposible adjudicar el contrato de ATLL a Agbar,Acciona,-1,-1,0
1491117,FCC relanza su negocio de concesiones tras vender Globalvia,FCC,1,0,0
1492045,"JP Morgan: el PIB de España crecerá un 2,5% en 2015",el PIB,1,1,1
1492344,Shikku Izakaya lanza una carta de carne wagyu,Shikku Izakaya,1,0,1
1492465,"BBVA coloca 1.500 millones de euros en 'CoCos' al 6,75%",BBVA,1,0,0
1492798,Un nuevo lenguaje para las ofertas de empleo,Un nuevo lenguaje,0,0,0
1493154,Un ex directivo de General Motors recomienda a Apple que no desarrolle un coche,ex directivo de General Motors,1,1,0
1493892,El Gobierno adelantará un segundo pago del rescate bancario este año,El Gobierno,1,1,1
1494383,Gana dinero como 'celebrity' de las redes,celebrity' de las redes,1,0,1
1494880,HolaMOBI adquiere Movilredpublic y abre la puerta a nuevas compras,HolaMOBI,1,1,0
1497209,Broseta impulsa procesal y arbitraje con Jesús Giner,Broseta,1,0,0
1501112,Ibercaja pospone la plena recuperación económica a 2022,Ibercaja,-1,-1,-1
1502590,Alcoa ofrece seguir fabricando aluminio en España a cambio de un cese de dos años y rebajas eléctricas,Alcoa,1,0,0
1530198,El Banco de España cree que la reforma de pensiones no basta para cubrir costes,El Banco de España,1,-1,-1
1564181,El juez acusa al exdirector general de CAM y a otro exdirectivo de dietas y préstamos irregulares,exdirector general de CAM,-1,0,1
1564471,"Metrovacesa pagará un dividendo de 0,3955 euros el 16 de diciembre",Metrovacesa,1,0,0
1564658,BeMate como primera respuesta del negocio 'tradicional' a los 'colaborativos',BeMate,1,1,0
1567459,El interés del bono de Portugal baja del 5% por primera vez desde 2010,interés del bono de Portugal,1,1,1
1567724,Sacyr y el Canal de Panamá acercan posturas para continuar las obras,Sacyr,1,1,1
1567918,El GobEx subvenciona proyectos de conservación de la naturaleza con hasta 20.000 euros,El GobEx,1,0,1
1569048,La Reina y la Princesa de Asturias cobrarán un sueldo fijo anual,La Reina,-1,0,-1
1569740,Apple compensa la falta de ilusión de Wall Street comprándose sus propios títulos por 14.000 millones de dólares,Apple,1,0,0
1570400,Vodafone compra frecuencias en India por 2.300 millones,Vodafone,1,0,0
1571001,Pioneer lanza dos fondos alternativos con liquidez diaria,Pioneer,1,0,0
1571064,Extremadura se integra en el Año Dual comercial España-Japón,Extremadura,1,1,1
1571121,Los expertos recomiendan que Latinoamérica haga reformas para mejorar su economía,Latioamérica,-1,-1,-1
1571697,"Samsung presenta el Galaxy S5, más rápido y resistente al agua y al polvo",Samsung,1,0,1
1572227,La fuerza de los bonos europeos aumenta,bonos europeos,1,1,1
1574425,WhatsApp sufre un fallo de seguridad que permite a los 'hackers' leer conversaciones,WhatsApp,-1,0,-1
1576108,BNP Paribas suprimirá cerca de 1.600 empleos en su filial ucraniana,BNP Paribas,-1,0,-1
1576237,FCC duplica su cartera en Costa Rica tras lograr 2 contratos por 70 millones de euros,FCC,1,0,0
1576940,Telefónica anuncia el cierre y desembolso de dos emisiones de deuda perpetua por 1.750 millones,Telefónica,-1,1,0
1576956,El Grupo Arturo vende un colegio en Madrid por 4 millones,El Grupo Arturo,1,0,0
1577154,Steve Jobs prometió una 'guerra santa' contra Google,Steve Jobs,-1,0,0
1577887,La Feria del Mueble cierra con una asistencia de 25.000 personas,La Feria del Mueble,1,1,0
1577893,Bankia cierra la venta del 50% de Ribera Salud a Centene,Bankia,1,0,0
1578198,El PSOE vaticina menos seguros agrarios con las ayudas del Gobierno regional,El PSOE,-1,-1,0
1578284,El euro acelera sus subidas frente al dólar: la Fed neutraliza al BCE,El euro,1,1,1
1579222,DuPont recorta un 57% el beneficio,DuPont,-1,0,0
1580122,Ford gana un 38% menos por los costes de reestructuración,Ford,-1,0,0
1580435,"GE califica de ""positiva"" la reunión con Hollande sobre Alstom",GE,1,1,0
1580565,UGT relaciona el descenso del paro con la reducción de la población activa,descenso del paro,-1,0,-1
1581188,"Madrileños y vascos, en el ojo del huracán de las subidas del euribor",Madrileños,-1,0,-1
1582323,"Fitch confirma los ratings 'BBB-' con perspectiva estable de Valencia, Andalucía y Canarias",ratings 'BBB-',1,0,0
1584276,Las nuevas acciones de Liberbank cotizarán el 23 de junio,Liberbank,1,0,0
1584305,Montoro asegura que los datos del paro de mayo serán mejores que los de abril,paro,1,1,1
1585795,Los consejos de Bruselas: ajuste fiscal más allá de 2016 y más reforma laboral,consejos de Bruselas,1,1,1
1587314,Agbar sale de la empresa de agua de Marina d'Or,Agbar,-1,0,0
1587963,Line pide cambiar las contraseñas aunque asegura no haber sido hackeada,Line,1,0,0
1588136,"Botín sostiene que una reforma fiscal ""bien hecha"" es fundamental para aumentar competitividad y mejorar paro",reforma fiscal,1,1,1
1588425,Los deportistas establecidos en España tendrán que tributar como residentes,deportistas establecidos en España,-1,1,1
1588619,Hacienda y las CCAA analizan el jueves la reforma fiscal y los objetivos de déficit,Hacienda,0,0,0
1588795,El Banco de Inglaterra pone un drástico límite a las hipotecas para pinchar la burbuja inmobiliaria,El Banco de Inglaterra,-1,0,-1
1589280,343 ejecuciones hipotecarias sobre viviendas en Extremadura en el primer trimestre,343 ejecuciones hipotecarias,1,0,1
1590107,La retención de los autónomos bajará al 15% para los que cobren como máximo 15.000 euros,retención de los autónomos,1,0,1
1590119,Telefónica cierra la compra del 22% de Canal+ a Mediaset,Telefónica,1,-1,0
1590446,Cien ganaderos de porcino de Teruel se beneficiarán de las ayudas al transporte de purines,Cien ganaderos de porcino,1,0,0
1591848,"Brufau, Imaz y el consejo de Repsol cobran el dividendo en acciones","Brufau, Imaz y el consejo de Repsol",1,0,0
1592685,Boeing eleva un 19% el beneficio y mejora su previsión anual,Boeing,1,0,0
1593172,El ICO no descarta recurrir a la inyección de liquidez del BCE,El ICO,1,1,1
1593775,"La economía catalana crecerá por encima del 1,5% en 2014",La economía catalana,1,1,1
1593837,La ONCE y su Fundación impulsan en Aragón 867 empleos en 2013,La ONCE,1,0,1
1595315,"Merlin Properties compra un edificio en Barcelona por 46,75 millones",Merlin Properties,1,0,0
1596410,Wall Street acaba con el S&P en máximos con el Dow por encima del 17.000,Wall Street,1,1,1
1596766,El Tesoro emitirá mañana hasta 3.500 millones en letras a tres y nueve meses,El Tesoro,1,1,1
1596920,Bruselas recuerda a Francia su compromiso de mantener reformas,Bruselas,1,0,0
1597826,"Las ventas de coches crecen en Euskadi un 8,7% en agosto",Las ventas de coches,1,0,0
1597977,Roche despedirá a unos 100 empleados en España,Roche,-1,0,-1
1598004,El presidente de Danone pasa las riendas ejecutivas a Emmanuel Faber,presidente de Danone,1,0,0
1599621,"Ana Botín garantiza su ""máximo esfuerzo"" para mantener la trayectoria de éxito de Santander",Ana Botín,1,1,0
1600989,La confianza empresarial cae en Alemania en septiembre por quinto mes,La confianza empresarial,-1,-1,0
1600997,Los bancos detectan un aumento de la demanda solvente y prevén que irá a más,la demanda solvente,1,1,1
1602226,Las pérdidas de Motorland en 2013 se compensarán con los 36 millones que genera,Motorland,1,0,0
1602731,"España es el tercer país de la UE donde más cae el paro, aunque sigue creciendo el de larga duración",España,1,1,1
1603566,"Fernández de Sousa prestó 5,2 millones a su mujer para llevarlos a China",Fernández de Sousa,-1,0,-1
1603707,"Mercadona quiere abrir otras 200 tiendas en España, anuncia Juan Roig",Mercadona,1,0,1
1604099,Fundaciones CAI e Ibercaja destinan 5.000 euros a Aldeas Infantiles Aragón,Fundaciones CAI,1,0,1
1605644,Hacienda se inclina por mantener el golpe fiscal a la vivienda,Hacienda,1,0,0
1605672,Confianza en Draghi y desconfianza en los mercados,Draghi,1,0,0
1606411,Las bajas por enfermedad profesional aumentan un 19%,bajas por enfermedad,-1,-1,-1
1606448,ACS gana 9 parques fotovoltaicos en Brasil por 406 millones de euros,ACS,1,0,0
1608082,Las Cortes analizan las previsiones de gasto de Agricultura y Educación para 2015,Las Cortes,0,0,0
1609026,Las acciones de Inditex se recuperan tras el varapalo del martes,Las acciones de Inditex,1,0,0
1609319,EY y KPMG competirán con PwC por la auditoría de la OPV de Aena,auditoría de la OPV de Aena,1,1,0
1609756,La OPEP no recorta producción pese al desplome del precio del petróleo,La OPEP,1,1,1
1609789,Lone Star avanza en la compra de la inmobiliaria de Kutxabank,Lone Star,1,0,0
1610139,El número de parados desciende en Aragón en 2.082 personas en noviembre,número de parados en Aragón,1,1,1
1610914,Las exportaciones alemanas baten en octubre su récord,Las exportaciones alemanas,1,1,1
1611098,La Generalitat gestionará los terrenos de BCN World mientras se concretan inversores,La Generalitat,1,1,0
1611767,Gobierno y agentes sociales firman mañana la nueva ayuda a parados,Gobierno,1,0,1
1612767,Renta Corporación culmina la ampliación que ha convertido a Sareb en accionista,Renta Corporación,1,0,0
1612831,El rublo recupera más de un 30% frente al dólar en una semana,El rublo,1,0,0
1669023,Cómo apuntarse a las más de 19.000 ofertas de 'Empléate' antes de que cambie: el portal del SEPE se reconvertirá,portal de SEPE,1,1,1
1670490,Los factores que sí se valorarán en el futuro para conseguir un empleo,empleo,0,0,0
1680067,Seis municipios de Valencia y uno de Castellón pagaron la extra de Navidad a los funcionarios,municipios de Valencia,1,0,1
1680112,"Repsol pagara hasta 6,8 millones en acciones a sus empleados",Repsol,1,0,1
1680253,El Tribunal de Estrasburgo confirma la ilegalización de la formación ANV,El Tribunal de Estrasburgo,1,0,1
1680254,Airbus vende 50 aviones a una filial de Bank of China por 3.000 millones,Airbus,1,1,0
1680593,"Gandía, última parada de la guerra legal entre Aguas de Valencia y Agbar",Gandía,-1,-1,0
1680682,Acciona contraataca y recurre ante el TSJC su exclusión del concurso de ATLL,Acciona,1,0,0
1680886,Telefónica recortará un 10% de su plantilla en la República Checa,Telefónica,-1,0,-1
1681381,EDreams coloca una emisión de bonos de 325 millones de euros,EDreams,1,1,1
1681609,Detenidos en Lloret de Mar 4 presuntos miembros de la mafia rusa por blanquear 50 millones,mafia rusa,-1,0,1
1682466,"Ayudas sí, pero sin límite de edad",Ayudas,1,0,1
1683399,La Gran Dimisión no llega a España pese a la frustración de parte de los trabajadores,La Gran Dimisión,-1,-1,-1
1687219,Apuesta por la ecología para crear tu negocio,la ecología,1,0,1
1688188,"Westinghouse, Iberdrola y Gas Natural construirán el almacén nuclear",Westinghouse,1,1,1
1688584,"Seat León FR, un gran salto adelante",Seat León FR,1,0,0
1689755,Los acreedores de Reyal Urbis tienen un mes a partir de hoy para comunicar sus créditos,acreedores de Reyal Urbis,-1,0,0
1689796,Minoritarios de Cassa denuncian a cinco consejeros por falta de imparcialidad en la opa de Agbar,cinco consejeros,-1,0,0
1689954,Se mantienen los diez días de apertura de comercios en festivo en el 2013,apertura de comercios,1,1,1
1690444,"Deoleo fija en 822,41 euros el pago a las preferentes que no hayan acudido a la oferta de recompra",Deoleo,1,0,0
1690655,"El Aeropuerto de Badajoz, entre los cuatro que mejoraron sus cifras de viajeros hasta marzo",Aeropuerto de Badajoz,1,0,1
1690784,La creación de empresas se estanca en el primer trimestre,creación de empresas,-1,-1,-1
1690790,La sanidad privada pide a las administraciones una gran reforma,La sanidad privada,1,0,0
1690814,"El Banco Mundial prevé que la zona euro siga en recesión en 2013 con una caída del 0,2%",zona euro,-1,-1,-1
1691400,"PepsiCo gana un 4,6% menos en el primer trimestre, hasta 824 millones",PepsiCo,-1,1,0
1693902,Madrid negocia con Economía para poder destinar las viviendas del 'banco malo' a desahuciados,Madrid,1,0,1
1694318,"Bombardier gana un 4,5% menos pese a disparar las ventas del negocio aeroespacial",Bombardier,-1,0,0
1694343,"CaixaBank cubre en una semana el 85,5% de su ERE para 2.600 empleados",CaixaBank ,1,0,0
1694723,"El Comisario Europeo de Empleo sugiere crear en España un ""contrato único abierto""",Comisario Europeo de Empleo,1,1,1
1695020,Liberbank comienza este jueves su andadura en Bolsa con una capitalización de unos 565 millones,Liberbank,1,0,0
1696825,Latinoamérica contribuirá a revolucionar el mapa mundial del gas,Lationamérica,1,1,1
1697162,La Policía detiene en Barajas a dos empresarios responsables de blanquear 6.000 millones de dólares,dos empresarios ,-1,0,1
1697283,Rajoy no quiere subir el IVA y desea reducir el Impuesto sobre la Renta,Rajoy,1,1,1
1697522,"El paro de la zona euro llega en abril al 12,2% y en España, al 26,8%",El paro,-1,-1,-1
1698189,"Extremadura tiene ""cada vez menos esperanzas"" en que el reparto del déficit sea igualitario",reparto de déficit,-1,-1,-1
1698310,Iberia compartirá destinos con la aerolínea mexicana Aeromar,Iberia,-1,1,0
1698887,"Tinsa: el precio de la vivienda cae un 10,4% en mayo y un 37,4% desde 2007",el precio de la vivienda,1,0,1
1699967,Duran afirma que recuperar el impuesto de Sucesiones es como si le quitasen una muela,Duran,-1,0,0
1700386,Toxo: Europa necesita otro Plan Marshall,Europa,-1,-1,-1
1700745,"Minoritarios de Bankia reclamarán responsabilidad patrimonial al Banco de España, Economía y la CNMV",Minoritarios de Bankia,1,-1,0
1701379,El proyecto de terminal de Ros Casares y Banco de Valencia en Sagunto naufraga,proyecto de terminal,-1,0,0
1701907,"La tasa de ahorro de los hogares sube 1,6 puntos en el primer trimestre, hasta el 1,2%",tasa de ahorro en hogares,1,1,1
1701936,S&P retira su consejo de 'vender' BBVA,S&P,1,1,0
1703125,"El sector textil cae un 8% en un semestre ""dramático"" en ventas",sector textil,-1,-1,0
1703438,"Hudson Yards, el mayor proyecto en la historia de Manhattan",Hudson Yards,1,0,0
1703522,"Strauss-Kahn ficha por el banco ruso VBRR, controlado por Rosneft",Strauss-Kahn,1,0,0
1703867,La CNMV autoriza la opa de exclusión de bolsa de Vueling,La CNMV,1,1,0
1703876,Goldman Sachs duplica beneficio en el segundo trimestre al ganar 1.861 millones de dólares,Goldman Sachs,1,0,0
1704347,Catalunya Banc y Novagalicia Banco baten a Bankia en ayudas públicas,Catalunya Banc,1,-1,1
1704448,"La importancia económica de Brasil para Extremadura, a debate en los cursos de verano de la UEX",importancia económica de Brasil,0,0,0
1705384,Santander y BBVA ganarán más de 5.000 millones de euros hasta junio,Santander,1,0,0
1705731,La Fiscalía denuncia al presidente del Puerto de Valencia por posible malversación,presidente del Puerto de Valencia,-1,0,-1
1706319,La campaña del corcho en Extremadura logra un 40% más de producción,campaña del corcho,1,0,0
1706393,"El juez liquida una inmobiliaria de Banco de Valencia, Gesfesa, Igsa y Planea",El juez,-1,-1,0
1706606,Bankia concede 388 millones de préstamos ICO en el primer semestre,Bankia,1,0,0
1706608,Fitch avisa de que la unión bancaria no tranquiliza a los inversores,unión bancaria,-1,-1,0
1708787,Grecia: es posible un tercer rescate de unos 10.000 millones de euros,Grecia,-1,-1,-1
1709161,Argentina dice que el freno al desalojo de LAN pone en riesgo el plan de aeropuertos,desalojo de LAN,-1,-1,-1
1709829,La CAF celebra su conferencia anual en Washington,La CAF,0,0,0
1710239,"Catalunya Banc reduce en 112,8 millones el volumen de activos traspasados al 'banco malo'",Catalunya Banc,-1,0,0
1710390,"Rubalcaba: ""La reforma laboral será la primera ley que nos carguemos""",La reforma laboral,-1,-1,-1
1710983,La Bolsa española logra la sexta mayor subida semanal y roza los 9.000 puntos,La Bolsa Española,1,1,1
1712145,Los 'hombres de negro' seguirán vigilando a España cuando acabe el rescate,España,-1,-1,-1
1712355,Samsung lanzará en octubre un smartphone con pantalla curva,Samsung,1,0,0
1712389,"Las patronales CEC y Cecoval tildan de ""catastrófico"" el anuncio de Fabra",,,,
1712619,FIAL acoge 1.300 reuniones entre expositores y compradores,FIAL,1,1,1
1712647,Imputan al expresidente y al exdirector general de Catalunya Caixa por cobros desproporcionados,expresidente y al exdirector general de Catalunya Caixa,-1,0,1
1712953,"Fomento invertirá 1.400 millones en Cataluña en 2014, un 15,1% más",Fomento,1,1,1
1713186,El precio de la vivienda tocará fondo en 2016,precio de la vivienda,-1,1,1
1713522,La Fiscalía investigará los seísmos que se asocian al proyecto Castor,La Fiscalía,1,0,1
1713766,SEPI garantiza beneficios anuales al menos hasta 2017,SEPI,1,0,0
1715212,Así será la fiscalidad de la automoción,fiscalidad de la automoción,0,0,0
1715663,Análisis técnico de los 10.000 del Ibex,los 10.000 del Ibex,0,0,0
1715896,Ignacio Garralda: “Hay que propiciar que los ricos inyecten capital en las empresas”,los ricos,1,1,1
1717568,Chile espera inversiones ligadas a la astronomía por valor de 3.000 millones dólares,Chile,1,1,0
1717695,Abengoa coloca 66 millones en bonos para financiar una línea eléctrica en Brasil,Abengoa,1,1,1
1717871,Nissan reducirá los costes de su fábrica de Barcelona un 15% hasta 2015,Nissan,1,0,1
1718474,El laboratorio británico Shire pagará 4.200 millones de dólares por el estadounidense ViroPharma,laboratorio británico Shire,1,0,0
1718907,"Sanitas abandona el seguro de salud de los funcionarios de Muface en el que siguen Adeslas, Asisa y DKV",Sanitas,-1,-1,-1
1721225,Privalia realiza el 25 % de todas las ventas de moda online en España,Privalia,1,-1,0
1721521,"Mercedes GLA, desde 31.150 euros",Mercedes GLA,0,0,0
1723579,Las ciudades buscan el apoyo de las empresas para desarrollar ciudades inteligentes,Las ciudades,1,1,1
1723614,Los jueces piden que no se conceda indultos por casos de corrupción,Los jueces,1,0,1
1723898,Zapatos de lujo con nombre de diva italiana,Zapatos de lujo,0,0,0
1723910,"El banco malo, a punto de vender 2.000 pisos a un ‘fondo buitre’",El banco malo,-1,0,0
1724785,Unicaja permitirá recuperar el 75% de los bonos de Banco CEISS,Unicaja,1,1,1
1738124,Los grandes de Wall Street calman la ansiedad por ómicron,grandes de Wall Street,1,1,1
1770905,Hacienda se embolsará 370 euros más por contribuyente en el IRPF gracias a la inflación,Hacienda,1,-1,-1
1782907,Atención a esta oportunidad: el tremendo negocio del turismo capilar que España quiere arrebatar a Turquía,negocio del turismo capilar,1,0,1
1784790,Competencia cuestiona las UTE en contratación pública,las UTE,-1,0,-1
1785669,Nokia sufre en bolsa la rebaja de su previsión de ventas,Nokia,-1,0,0
1785751,El Tesoro coloca el máximo de deuda previsto y enfría la prima de riesgo,El Tesoro,1,1,1
1786135,La consecuencia de una pérdida de valores,pérdida de valores,-1,0,0
1786919,Huelga la reforma,la reforma,-1,0,-1
1786966,PT asegura que la oferta de Telefónica por Vivo es una opa sobre la mitad de la empresa,PT,-1,0,0
1788452,Los recortes no deben terminar aún,Los recortes,1,0,-1
1788917,La Justicia europea declara ilegal la acción de oro lusa sobre PT y allana la compra de Vivo,La Justicia europea,1,0,0
1790768,UBS: las entidades españolas necesitan recapitalizarse,entidades españolas,-1,-1,-1
1791856,EADS reduce su beneficio pero constata una recuperación de la demanda,EADS,1,0,0
1792623,Barclays bate pronósticos al ganar un 29% más y reducir provisiones,Barclays,1,0,0
1793126,Los controladores no harán huelga en agosto,Los controladores,-1,1,1
1793697,"“Para triunfar en los negocios sin menoscabar la vida personal, es imprescindible el apoyo familiar”",el apoyo familiar,1,1,1
1793967,Los activistas marroquíes reducen el bloqueo de suministros a Melilla tras llegar a un acuerdo con los comerciantes,Los activistas marroquíes,1,1,1
1794299,Torrecid pone color español a la cerámica de los cinco continentes,Torrecid,1,0,0
1795107,Peugeot 3008 HYbrid4: primer híbrido de la firma del León,Peugeot,1,0,1
1795190,Ferrovial refuerza su rally al sellarse el interés por sus activos en Canadá,Ferrovial,1,0,0
1795200,Zapatero inicia el lunes su viaje a China y Japón con un marcado componente económico,Zapatero,1,1,1
1797364,Tensión a las puertas de la bolsa,la bolsa,-1,-1,-1
1798307,"Pizarro: la crisis ha tocado fondo, pero la recuperación económica tardará",La crisis,1,1,1
1800153,Brasil: la prioridad de reducir la deuda,Brasil,1,0,1
1801357,Gamesa en mínimos: Nomura pide paciencia y UBS prevé más caídas,Gamesa,-1,0,0
1801666,Wall Street repunta: el Dow cierra en máximos de principios de mayo,Wall Street repunta,1,1,1
1802235,RBS quiere vender más de 1.000 millones en préstamos vinculados al sector inmobiliario español,RBS,1,1,1
1803358,Un juez deniega a siete controladores extinguir sus contratos con AENA,Un juez,-1,1,-1
1803488,El primer ETF con formato sicav debuta en España y abre el camino a la llegada de nuevos productos,El primer ETF,1,1,1
1803650,"El negocio de Nutreco crece un 7,7% gracias al tirón de la alimentación animal",El negocio de Nutreco,1,0,0
1804043,"Las altas de autónomos subieron un 6,4% hasta septiembre y las bajas cayeron un 13,2%",altas de autónomos,1,0,0
1805736,Amadeus hunde el beneficio un 80% por los gastos de la salida a bolsa,Amadeus,-1,0,0
1805871,Récord de la prima de riesgo de España mientras la UE prepara el rescate irlandés,prima de riesgo de España,-1,-1,-1
1806706,Un voto a favor de Jean-Claude Trichet,Jean-Claude Trichet,1,0,0
1806718,"DKV, Grupo Norte, MRW, NH y Grupo Siro, premios de la Fundación Seres",precios de la Fundación Seres,1,0,0
1807683,La bolsa sufre su mayor castigo desde agosto al retroceder un 3%,La bolsa,-1,-1,-1
1807743,Wall Street retoma la senda alcista tras la mejora en el mercado laboral,Wall Street,1,1,1
1809488,Las escuelas españolas dominan en Europa,escuelas españolas,1,0,1
1810486,Best Buy se desploma un 14% en bolsa con la caída inesperada de su beneficio,Best Buy,-1,0,0
1810827,La AEB defiende la solvencia de los bancos,La AEB,1,1,0
1811101,AstraZeneca sufre el dolor de las grandes farmacéuticas,AstraZeneca ,-1,0,0
1812862,La bolsa española supera en 2010 el billón de euros de negociación,La bolsa española,1,1,1
1816905,Las constructoras recurren todos los concursos de obra pública ‘morosos’,Las constructoras,1,0,1
1817765,La fuerte demanda abarata los 2.000 millones en cédulas de BBVA,La fuerte demanda,1,1,1
1817793,Standard & Poor's rebaja la calificación de la deuda irlandesa,Standard & Poor's,1,1,1
1818008,"Las ventas minoristas de la eurozona cayeron un 0,6% en diciembre",ventas minoristas de la eurozona,-1,-1,0
1818567,Paco Rabanne vuelve a las pasarelas de la mano del diseñador indio Manish Arora,Paco Rabanne,1,1,1
1818667,El Gobierno prevé que un 40% de los trabajadores se jubile con 67 años,40% de los trabajadores,-1,1,-1
1818880,"Más exigencia a las cajas, más confianza",las cajas,-1,1,1
1819112,"¡Quiero un ‘iPad’, cueste lo que cueste!",un ‘iPad’,1,0,0
1819784,Gómez Sierra cree que la intervención de CajaSur fue lo mejor para la plantilla,intervención de CajaSur,1,0,1
